机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N02046,5439    ,DE    ,CC    ,541674-4                ,75-6468         ,21    ,X,X,FAIL  ,2010-10-02,11958:56,6275,49055:30,32587,2010-10-17,12087:07,6339,49183:41,32651,机组反映再现时，组件灯亮，有ACT信息。CREW REPORTED THAT THE ACT FAULT MESSAGE WAS FOUND ON ZTC.李新,128:11,   AF ：检查ZTC至M1455 至MD968之间线路未见异常。更换冲压进气门作动器，测试正常。自检无信息，再现正常。挂签号TAG:0012444.AF CHECKED THE WIREBETWEEN THE RIGHT RAM AIR INLET ACTUATOR AND ZTC M1455 THE RESULT WASOK.REPLACED THE RAM AIR INLET  ACTUATOR.TEST OK.李新,64,541674-4                ,19-7970         ,重庆鹏华,34874,60423.26,128:11,64,(AOG)ACTUATOR-EXHAUST                                       ,1062297,10432123
73N,73N01147,2675    ,DE    ,CC    ,541674-4                ,9283            ,21    ,X,X,FAIL  ,2006-04-23,12832:36,7239,13819:13,6989,2010-11-20,27566:38,15444,28553:15,15194,过站检查发现右侧冲压进气门保持在开位TR check found right rom air door fail郭茂林,14734:02,     过站依据MEL21-05-00放行TR ref to MEL21-05-00 to dispatch 郭茂林FL10435678B航后依据AMM21-51-00更换右侧冲压进气门作动器测试正常TAG 9013614 王晓宇AF ref to AMM21-51-00 replaced right side ACT test ok,8205,541674-4                ,18-7418         ,武汉航达,39871,68896.09,14734:02,8205,(AOG)ACTUATOR-EXHAUST                                       ,1088188,10435678
73N,73N02459,5359    ,DE    ,CC    ,541674-4                ,12412           ,21    ,X,X,FAIL  ,2007-11-28,00:00,0,00:00,0,2012-05-12,15028:13,7470,15028:13,7470,"下降过程中再现时右PACK亮,复位主警戒灯亮,复位时主警戒信号牌灯熄灭机组",15028:13,"     DC只见右组件有ACT信息,依据AMM21-51更换右组件冲压进气门作动器,测试正常DC bite store ACT information and replace R ram air inlet actuatortest ok吴宇霆TAG.3011195",7470,541674-4                ,13471           ,,15210,29514.01,, ,(AOG)ACTUATOR-EXHAUST                                       ,1579409,10436726
73N,73N02854,5465    ,DE    ,CC    ,541674-4                ,13233           ,21    ,X, ,NFF   ,2011-03-01,6335:51,3279,5525:10,3024,2011-03-05,6358:34,3333,5547:53,3078,FLB10438521A,22:43,"   航后自检ZTC无故障信息，为判断故障更换拆流门作动器，依据AMM21-51-21,并测试正常.卫星亮AF BITE the ZTC,no fault code,for troubleshooting refer toAMM21-51-21 replace the ram air inlet actuator,and test normal.",54,541674-4                ,8496            ,HONEYWELL,14392,26181.43,22:43,54,(AOG)ACTUATOR-EXHAUST                                       ,1178533,10438524
73N,73N02854,5465    ,DE    ,CC    ,541674-4                ,8496            ,21    , , ,SWAP  ,2011-03-05,6358:34,3333,14753:35,8866,2011-03-09,6391:11,3348,14786:12,8881,再现时右PACK灯亮复位主警戒灯灭机组FL10438530A,32:37,"     航后自检ETC无故障信息检查右侧冲压进气门作动机构正常,依据FIM21-62TASK836测量作动器和控制器之间线路正常,为进一步隔离故障,依据AMM21-51-21将本机右侧住家ACT与5346飞机对串测试正常AF check the wire between the ACT and ETC per FIM21-62is normalfor troubleshooting exchange the R/H pack ACT with 5346 test is ok张昊",15,541674-4                ,11056           ,重庆鹏华,9192,17600.11,32:37,15,(AOG)ACTUATOR-EXHAUST                                       ,1182313,10438534
73N,73N02821,5417    ,DE    ,CC    ,541674-4                ,13231           ,21    ,X,X,FAIL  ,2009-02-14,00:00,0,00:00,0,2010-11-30,5846:21,3193,5846:21,3193,技术组监控再现检查L PACK灯亮，可复位，ZTC1有ACT信息。潘健生TG monitoring L PACK light on ZTC1# message: ACT.,5846:21,"   航后询问机组后续航段正常，检查左冲压进气门作动机构无卡阻，更换冲压进气门作动器，跟机AMM21-51-21完成测试，结果正常。潘健生AF check the L RAM AIR door mechanism work smoothly,replace thedoor actuator refer to AMM21-51-21,complete the test,result is ok.",3193,541674-4                ,8513            ,,26784,41949.09,, ,(AOG)ACTUATOR-EXHAUST                                       ,1096435,10440183
73N,73N02821,5417    ,DE    ,CC    ,541674-4                ,12902           ,21    , , ,SWAP  ,2010-12-08,5920:01,3230,7377:42,3969,2011-03-18,6792:05,3775,8249:46,4514,"下降过程中,再现检查时双组件灯亮,复位后熄灭 组件单通道工作 机组",872:04,"        航后自检两部控制器ZTC均有ACT信息,复位后正常,为进一步判断故障,将本机右组件冲压进气门与B-5138飞机右组件对串,依据AMM21-51-21测试控制器2#信息ACT 无法清除 AF do the ZTC test have ACT message too, clean itfor troubleshooting of the A/C interchange the ACT of this plane withB-5138 test control 2# ACT message can not be cleared   蒋玉全 FLB10440485B  因航后对串冲压空气作动器后,右组件故障依旧,因时间关系,依据MEL21-05-00对右组件完成M项,办理SG类DD201102491 Because it isstill fault when interchange the ACT due to short time refer to SGDD201102491    蒋玉全",545,541674-4                ,11096           ,HONEYWELL,21205,43185.07,872:04,545,(AOG)ACTUATOR-EXHAUST                                       ,1190531,10440483
73N,73N02821,5417    ,DE    ,CC    ,541674-4                ,11096           ,21    ,X,X,FAIL  ,2011-03-18,6792:05,3775,18645:04,9230,2011-03-19,6798:06,3779,18651:05,9234,,06:01,"    航后依据AMM21-51-20更换右空调组件作动器，测试工作正常，撤除DD201102491王彬，挂签号0016860AF refer to AMM21-51-20 to replace ACT of RH pack,test it normal,close the DD201102491",4,541674-4                ,13164           ,,15545,29747.27,, ,(AOG)ACTUATOR-EXHAUST                                       ,1191026,10440487
73N,73N02097,5182    ,DE    ,CC    ,541674-4                ,45-6447         ,21    ,X,X,FAIL  ,2010-07-28,13240:28,6485,42981:39,26526,2011-06-07,16044:58,7881,45786:09,27922,FROM FL10443702A,2804:30,"  航后依据AMM21-51-21完成右组件冲压作动器的更换测试,正常.关闭DD6085166AF refer to AMM21-51-21 replace the R pack ram air inlet actuatortest is OK close DD2085166",1396,541674-4                ,13265           ,武汉航达,15636,29930,2804:30,1396,(AOG)ACTUATOR-EXHAUST                                       ,1257421,10443707
73N,73N01805,5137    ,DE    ,CC    ,541674-4                ,19-7891         ,21    ,X,X,FAIL  ,2011-03-10,15363:31,7919,37563:48,19240,2011-04-29,15786:24,8141,37986:41,19462,,422:53,"   航后完成DD201103682按Task21-51-21更换左冲压门作动器,测试工作正常.林默AF accomplish DD201103682 refer task 21-51-21 replace left ram airinlet actuator.test work normal",222,541674-4                ,47-6935         ,海口维修室,34377,61675.47,422:53,222,(AOG)ACTUATOR-EXHAUST                                       ,1226334,10444971
73N,73N01805,5137    ,DE    ,CC    ,541674-4                ,47-6935         ,21    ,X,X,FAIL  ,2011-04-29,15786:24,8141,42199:06,24308,2011-05-09,15862:24,8183,42275:06,24350,空调左组件单通道失效。机组,76:00,"       过站按MEL21-32放行。李伟 TR refer to MEL21-32 dispatch.FLB10444992[A]  HAK 过站检查区域温度控制组件有ACT信息，复位后测试组件工作正常。张艺TR check and found the L PEC show""ack is ok. FLB10444992[B] ZGC 航后依据AMM21-51-21更换左组件冲压空气作动器并完成相关测试，恢复飞机至常态。霍光富 挂签号：0020605  AF refer to AMM21-51-21 to replace L/H RAMair inlet actuator and test ok.restore the airplane to the usualcondition.een interchange the ACT due to short t",42,541674-4                ,99-8348         ,海口维修室,30327,59459.34,76:00,42,(AOG)ACTUATOR-EXHAUST                                       ,1234504,10444991
73N,73N00477,5080    ,DE    ,CC    ,541674-4                ,99-8417         ,21    ,X,X,FAIL  ,2007-06-20,27178:14,13053,21450:17,10199,2011-02-06,40290:23,19575,34562:26,16721,"准备下降时右组件故障灯亮,按检查单处理.机组",13112:09,"         TR 检查ZTC2#有ACT信息且无法复位,因过站时间短,按MEL21-32放行,完成M项张文利Check the 2# ZTC ACT red light is illuminate and can't reset due tono enough time refer to MEL21-32 to dispatch complete the item MFLB10453053AF自检ZTC2#有ACT信息,不能复位,将ZTC2#与ZTC1#对串后自检信息未转移,更换右ACT后测试正常无信息.李文广AF bite with the ZTC2# had ACT message can't be reset exchange theZTC2# with ZTC1# still had the ACT message on the right the of ZTCreplace the RH ACT and test ok",6522,541674-4                ,13315           ,武汉航达,11246,21334.53,13112:09,6522,(AOG)ACTUATOR-EXHAUST                                       ,1154235,10453049
73N,73N02648,5375    ,DE    ,CC    ,541674-4                ,107-7183        ,21    ,X,X,FAIL  ,2011-01-21,8589:22,4490,53095:05,29322,2011-03-16,9084:22,4720,53590:05,29552,航后发现右组件CTC2有ACT信息.陈晓光 AF found the CTC2 has ACT msg.,495:00," 航后依据AMM21-00-00更换右冲压作动器,结果符合工卡要求.陈晓光 AF referto AMM21-00-00 replaced the right pack ACT,test OK. 挂签:0014949",230,541674-4                ,10869           ,重庆鹏华,22295,43617.54,495:00,230,(AOG)ACTUATOR-EXHAUST                                       ,1188733,10456776
73N,73N02618,5373    ,DE    ,CC    ,541674-4                ,12707           ,21    , , ,SWAP  ,2008-05-08,00:00,0,00:00,0,2011-05-24,9956:42,5157,9956:42,5157,前期反映右PACK灯亮.赵伟,9956:42,"   航后自检ZTC无信息,为判断故障,与5083飞机对串右冲压空气作动筒,依据AMM21-51-21完成拆装并测试正常,再次自检控制器正常.赵伟AF bite ZTC normal,for troubleshooting refer to AMM21-51-21 swapright ram air inlet actuator between B5373 AND B5083 the test is ok",5157,541674-4                ,13154           ,,15085,28785.46,, ,(AOG)ACTUATOR-EXHAUST                                       ,1246053,10457490
73N,73N01745,5116    ,DE    ,CC    ,541674-4                ,68-7597         ,21    ,X,X,FAIL  ,2011-07-13,20941:43,10264,37230:42,21733,2011-08-17,21231:37,10418,37520:36,21887,"左组件灯亮,主警戒复位后左组件灯熄灭,航班正常 机组",289:54,"    按MEL21-32放行 Refer to MEL21-32 to dispatch 寇秀华 FLB10508241检查左侧ZTC有ACT信息,航后依据AMM21-51-21更换左组件冲压作动器测试正常.挂签号1021152 There is ACT on the L/H ZTC and refer toAMM21-51-21 to replace the left ram air inlet actuator test ok霍光富",154,541674-4                ,125-6561        ,重庆鹏华,46554,66745.36,289:54,154,(AOG)ACTUATOR-EXHAUST                                       ,1317350,10458410
73N,73N01170,2676    ,DE    ,CC    ,541674-4                ,42-5721         ,21    ,X,X,FAIL  ,2010-01-01,26138:14,13351,42806:25,28028,2011-01-11,29408:00,15010,46076:11,29687,"机队监控显示1月8日出现左组件灯亮,ETC1#有ACT信息,可复位.潘健生The L PACK light on,there was ACT message on ETC1#,can be reset.",3269:46,"   航后询问机组后续航段正常,ETC无信息,依据AMM21-51-21更换左冲压进气门作动器,测试正常,恢复飞机至可用状态.潘健生AF the crew report no fault,refer to AMM21-51-21 replace the leftram air inlet actuator,test ok,put it to normal condition.",1659,541674-4                ,14538           ,海口维修室,12407,23970.11,3269:46,1659,(AOG)ACTUATOR-EXHAUST                                       ,1130811,10459242
73N,73N02618,5373    ,DE    ,CC    ,541674-4                ,12709           ,21    ,X,X,FAIL  ,2008-05-08,00:00,0,00:00,0,2011-02-04,8997:17,4708,8997:17,4708,空中再现检查时 左PACK灯亮.机组,8997:17,"       过站自检空调1#控制器有ACT信息.清除后开空调运行10分钟,系统工作正常.潘如珍TR do bite self test of NO.1 ZTC ACT fault message was showingdeared it operated condition system for ten.it was ok.,FL10462135B;航后为排除左PACK灯亮故障,更换左冲压门作动器,测试正常.(AMM21-51-21)谢斌AF replace L/H ram air inlet actuator for troubleshooting L/Hpack light on fault when recall test ok.",4708,541674-4                ,11543           ,,16735,32365.08,, ,(AOG)ACTUATOR-EXHAUST                                       ,1152212,10462135
73N,73N00067,2636    ,DE    ,CC    ,541674-4                ,19-7891         ,21    ,X,X,FAIL  ,2005-12-16,24468:37,13415,20007:37,10352,2011-02-12,42024:48,22303,37563:48,19240,,17556:11,"   航后完成技术组工作,更换左空调冲压组件ACT,依据手册AMM21-51-21测试工作正常.张平AF replace the LH ram air inlet actuator refer to AMM21-51-21 worknormal.",8888,541674-4                ,42-5721         ,武汉航达,35403,56855.19,17556:11,8888,(AOG)ACTUATOR-EXHAUST                                       ,1159798,10464889
73N,73N02073,5181    ,DE    ,CC    ,541674-4                ,12331           ,21    ,X,X,OBS   ,2010-02-08,12017:35,5825,6421:55,3023,2011-07-03,16605:57,8120,11010:17,5318,下降时再现左PACK灯亮 机组,4588:22,"  按MEL21-32放行 ref to MEL21-32 dispatch 杨磊 FL10465568B航后自检左组件有ACT信息依据AMM21-51-21更换左侧冲压ACT测试正常,并办理观察 AF replace the L/H ACT test ok 郝名久 TAG.1015756  2000044",2295,541674-4                ,13448           ,HONEYWELL,7800,14761.04,4588:22,2295,(AOG)ACTUATOR-EXHAUST                                       ,1278231,10465566
73N,73N02854,5465    ,DE    ,CC    ,541674-4                ,101-5486        ,21    ,X,X,FAIL  ,2010-08-14,4644:41,2434,00:00,0,2011-03-01,6335:51,3279,1691:10,845,右组件在现时PACK灯亮，复位后熄灭。机组,1691:10,"     过站自检ZTC有ACT信息，清除并复位后，自检正常。PACK灯再现不亮.谢大志TR bite the ZTC message ATC,clear it and reset the ZTC PACK lightnormal.FL10465845A航后依据AMM21-60-00更换右冲压门作动器，测试组件工作正常。挂签：0014856  陈晓光AF refer to AMM21-60-00,replaced the right RAM ACTUATOR,test OK.",845,541674-4                ,13233           ,,15527,29043.08,, ,(AOG)ACTUATOR-EXHAUST                                       ,1175263,10465844
73N,73N03095,5462    ,DE    ,CC    ,541674-4                ,13728           ,21    , , ,SWAP  ,2009-11-03,00:00,0,00:00,0,2011-07-08,5320:09,2702,5320:09,2702,"地面滑行时再现右组件灯亮,复位时灯灭 机组",5320:09,"     右ZTC显示RAM AIR ACT信息,清除后正常 RAM AIR ACT show on R ZTC,erasethe fault test ok 林炜 FLB10466457B航后为进一步排除故障,对串左右侧冲压空气进气门作动筒结果正常,在区域温度控制器上测试无信息 AF for troubleshootinginterchange left and right RAM AIR inlet actuator result is normal,doa BITE test on the left and right ZTC no find code   王张勇",2702,541674-4                ,13784           ,,14306,27657.06,, ,(AOG)ACTUATOR-EXHAUST                                       ,1282025,10466456
73N,73N02556,5371    ,DE    ,CC    ,541674-4                ,103-6159        ,21    ,X,X,FAIL  ,2011-05-16,10648:54,5481,44341:01,28001,2011-05-19,10669:02,5493,44361:09,28013,左组件PACK再现时亮复位后灭.机组,20:08,"    按AMM21-61-11清除故障代码后测试正常.钟前海 Refer to AMM21-61-11 clearfault code test ok FLB10467173航后参考AMM21-51-21更换冲压空气作动器并且完成相关测试正常,TAG:0016160田忠明 AF refer AMM21-51-21 replace the RAM actuator and test is okTAG 0016160",12,541674-4                ,108-7735        ,海口维修室,25549,35510.17,1041:39,573,(AOG)ACTUATOR-EXHAUST                                       ,1242361,10467172
73N,73N02831,5429    ,DE    ,CC    ,541674-4                ,13264           ,21    ,X,X,FAIL  ,2009-02-23,00:00,0,00:00,0,2011-01-15,6031:10,3119,6031:10,3119,FROM FLB10468815A,6031:10,"   为进一步排除再现时,右组件灯亮的故障,航后更换RAM空气进气作动筒(依据AMM21-51-21 ) 测试正常.  杨涛For troubleshooting with R PARK light on AF refer to AMM21-51-21 toreplace ram air inlet actuator and test ok.",3119,541674-4                ,108-7751        ,,32831,51030.5,, ,(AOG)ACTUATOR-EXHAUST                                       ,1134363,10468816
73N,73N02648,5375    ,DE    ,CC    ,541674-4                ,12833           ,21    ,X,X,OBS   ,2008-06-07,00:00,0,00:00,0,2011-01-13,8517:44,4452,8517:44,4452,"高度8000LPACK灯亮,按检查单处置,保持单组件飞行.机组",8517:44,"    过站测试区域温度控制器,有ACT故障信息,清除代码后测试正常.关久富FL10468896航后完成技术组工作,更换左组件ATC拆下办观察,并对串ZTC1#和ZTC2#,测试结果正常.张平AF replace the ram air inlet actuator of left pack rob ZTC1# and ZTC2# the result is correct.",4452,541674-4                ,10730           ,,19039,37456.49,, ,(AOG)ACTUATOR-EXHAUST                                       ,1132114,10468895
73N,73N01170,2676    ,DE    ,CC    ,541674-4                ,10949           ,21    ,X,X,FAIL  ,2008-06-12,21253:06,10819,9570:33,5047,2011-04-16,30278:03,15438,18595:30,9666,"空中右PACK灯亮,按检查单处置       机组",9024:57,"       地面按压复位PACK灭,按压""灯亮,设置好驾驶舱,区域温度控制组件自检有""正常    张志宏FLB10470146B   航后检查进气门铰链机构正常,更换右冲压进气门作动筒,自检无信息,冲压进气门工作正常,并完成反向氮气清洁散热器及右组件性能测试                   詹新权AF check the RAM air inlet door hunge normal,replace the RH RAM airinlet ACT test message.The ram air inlet work normal and accomplishclear the heat exchange and RH pack test functionsssage on the right the of Z",4619,541674-4                ,107-7183        ,,35876,66056.32,, ,(AOG)ACTUATOR-EXHAUST                                       ,1215407,10470146
73N,73N02769,5418    ,DE    ,CC    ,541674-4                ,13164           ,21    ,X,X,FAIL  ,2008-12-26,00:00,0,00:00,0,2010-12-24,6553:59,3528,6553:59,3528,滑出前再现检查左组件灯亮复位主警告灯左组件灯灭机组,6553:59,    航后自检ZTC有ATC信息依据AMM21-51-21更换左空调冲压进气门作动器地面测试正常工作正常AF BITE ZTC and find the ACTmessage ref to AMM21-51-21 replace theL/H pack ram air inlet actuator ground test work normal郑建平,3528,541674-4                ,9283            ,,33347,53329.45,, ,(AOG)ACTUATOR-EXHAUST                                       ,1115729,10471232
73N,73N01745,5116    ,DE    ,CC    ,541674-4                ,78-7672         ,21    ,X,X,FAIL  ,2010-08-15,18358:44,8923,32614:50,18836,2011-07-13,20941:43,10264,35197:49,20177,FROM:FLB10471344A,2582:59,"      航后完成DD201106300， 更换左组件冲压作动器（根据AMM21-51-21）,根据AMM21-61-00-700-806-002 测试正常。ZTC1# 无信息，撤除DD201106300，使飞机恢复正常状态。AF accomplished DD201106300 , refer to AMM21-51-21 replace the L/Hpack ram air inlet actuator,test ok close the DD201106300, put it tonormal condition.潘健生",1341,541674-4                ,68-7597         ,重庆鹏华,21921,37582.1,2582:59,1341,(AOG)ACTUATOR-EXHAUST                                       ,1286332,10471348
73N,73N01800,5141    ,DE    ,CC    ,541674-4                ,12686           ,21    , , ,SWAP  ,2010-06-06,16289:25,8071,6522:37,3348,2011-08-28,20198:49,10039,10432:01,5316,见FLB10471406A,3909:24," 航后为排除故障,左右对串冲压空气作动器测试正常.请观察使用.黄鸿昌AF for trouble shooting exchange the RAM air ACT test is ok",1968,541674-4                ,78-7675         ,HONEYWELL,29282,49304.52,5274:18,2619,(AOG)ACTUATOR-EXHAUST                                       ,1327259,10471507
73N,73N00154,5060    ,DE    ,CC    ,541674-4                ,75-6468         ,21    ,X,X,FAIL  ,2010-11-27,38237:38,25197,49183:41,32651,2011-10-08,39852:11,26286,50798:14,33740,航后检查发现左冲压进气门不能全开郭继德AF check and find left ram door can not full open,1614:33,"  航后更换左空调冲压进气门作动器,测试正常蒋玉全,挂签号0013343AF replace the left ram air inlet actuator,test ok",1089,541674-4                ,19-7891         ,重庆鹏华,30792,58389.14,1614:33,1089,(AOG)ACTUATOR-EXHAUST                                       ,1362418,10472586
73N,73N02854,5465    ,DE    ,CC    ,541674-4                ,11056           ,21    ,X,X,FAIL  ,2011-03-09,6391:11,3348,15134:56,7770,2011-03-25,6463:23,3381,15207:08,7803,FL10473203A,72:12,"      为判断故障,按SWPM20-61-11 更换右组件ACT电插头D968  按AMM21-61-00测试ZTC2正常.  陈源 To isolate fault refer to SWPM20-61-11 replace Rpack ACT plug D968 refer to AMM21-61-00 test ZTC2 normal.FL10473205B 为进一步隔离故障,依据AMM21-51-21 更换右组件冲压空气作动器测试通过符合手册要求.   张礁. For trouleshooting according toAMM21-51-21 replaced ram air inlet actuator of right pack test  passon accord with demand of AMM. conector:BACC63CB12-12SN",33,541674-4                ,48-7499         ,武汉航达,36265,62078.26,3611:05,1796,(AOG)ACTUATOR-EXHAUST                                       ,1196729,10473205
73N,73N01033,2158    ,DE    ,CC    ,541674-4                ,10869           ,21    ,X,X,FAIL  ,2010-09-13,30831:22,15075,18358:44,8923,2011-02-18,32228:17,15782,19755:39,9630,,1396:55,"   航后完成DD201101565更换右组件冲压进气作动器，测试正常并关闭DD201101565.(AMM21-51-21)潘如珍AF accomplished DD201101565 refAMM21-51-21,replaced the ram air actuator of R pack tested it ok,closed DD201101565.",707,541674-4                ,99-8417         ,重庆鹏华,28177,58505,1396:55,707,(AOG)ACTUATOR-EXHAUST                                       ,1164989,10473393
73N,73N00345,2647    ,DE    ,CC    ,541674-4                ,99-8348         ,21    ,X,X,FAIL  ,2010-05-31,37137:07,18851,35017:10,17646,2011-03-17,39707:56,20147,37587:59,18942,,2570:49,"   ZTC1自检有""""信息,依据AMM21-51-21更换左冲压空气进口作动器,测试冲压空气系统工作正常,自检ZTC无信息.吴国泰Replace LH ram air inlet actuator refer to AMM21-51-21 due to ZTC1has ""rk normally ZTC no message.11-21 更换右组件冲压空气作动器测试通过符合手册要求.   张礁. For",1296,541674-4                ,13264           ,武汉航达,14806,27120.51,2570:49,1296,(AOG)ACTUATOR-EXHAUST                                       ,1189708,10473678
73N,73N02593,5372    ,DE    ,CC    ,541674-4                ,12241           ,21    , , ,SWAP  ,2010-04-28,6867:06,3556,8340:45,4220,2011-01-27,9283:34,4838,10757:13,5502,"开车滑行后再现右组件灯亮,复位后灭.  机组",2416:28,"     过站作右组件区域温度控制组件自检,复位后检查正常.  段继寿.TR refer AMM21-51-00 reset the R/H pack check ok.FLB10476617B 为进一步判断右组件灯亮的故障,依据AMM21-51-21左右对串RAM ACT 自检区域温度控制组件无信息,正常.  杨涛For troubleshooting of R PACK light on refer to AMM21-51-21 to interchange L/H RAM ACT with R/H RAM ACT BITE ZTC no message.",1282,541674-4                ,11468           ,HONEYWELL,19263,37030.47,2416:28,1282,(AOG)ACTUATOR-EXHAUST                                       ,1145587,10476615
73N,73N02648,5375    ,DE    ,CC    ,541674-4                ,12841           ,21    , , ,SWAP  ,2008-06-07,00:00,0,00:00,0,2011-01-19,8568:35,4480,8568:35,4480,,8568:35,    为判断左组件灯亮故障依据AMM21-51-21-400-801 将左右组件ACT 对串并测试正常. 王志伟For trouble shooting the L/H pack is on exchange ref toAMM21-51-21-400-801 interchange the RAM air inlet actustorand test ok,4480,541674-4                ,10730           ,,19039,37456.49,, ,(AOG)ACTUATOR-EXHAUST                                       ,1137924,10476683
73N,73N02648,5375    ,DE    ,CC    ,541674-4                ,10730           ,21    ,X,X,FAIL  ,2011-01-19,8568:35,4480,16329:03,8333,2011-01-21,8589:22,4490,16349:50,8343,"再现时护PACK灯亮,复位后熄灭.机组",20:47,"  FL10476687B根据MEL21-01右组件失效放行,无M项并告知机长有O项.XMN机务FL10476688A航后更换右侧ACT作动器,依据AMM21-51-21测试正常.朱堰城 AFrefer to AMM21-51-21 replace RH ACT,test ok 挂签号0008740",10,541674-4                ,107-7183        ,武汉航达,35876,66056.32,71:38,38,(AOG)ACTUATOR-EXHAUST                                       ,1139971,10476687
73N,73N02831,5429    ,DE    ,CC    ,541674-4                ,13265           ,21    ,X,X,FAIL  ,2009-02-23,00:00,0,00:00,0,2011-04-03,6677:10,3464,6677:10,3464,空中巡航高度9500米PACK灯(左)，再现时灯亮，复位时灭。机组,6677:10,"      过站按MEL放行，章节号21-21-02-01.吴璇FLB10476776B航后按FIM排故，按AMM21-51测试工作(左)有ACT信息，按AMM21-51-21更换左侧ACT，自检无信息恢复正常。陈欢AF refer to FIM troubleshooting refer to AMM21-51 BITE""1-21 replace the left ACT,remover satisfide..H RAM ACT BITE ZTC no message.pplaced ram ai",3464,541674-4                ,38-4114         ,,42759,71039.01,, ,(AOG)ACTUATOR-EXHAUST                                       ,1204635,10476775
73N,73N01147,2675    ,DE    ,CC    ,541674-4                ,108-7751        ,21    ,X,X,FAIL  ,2006-01-09,11790:59,6724,10661:29,10514,2011-01-03,27871:22,15601,26741:52,19391,航后检查发现左组件ACT不可用.AF check and found L pack ACT can't work,16080:23,"  依据FIM更换ACT,发现新件不可用,不装机.亓艳彬refer to FIM,replace ACT,found new one can't work挂签号0007722",8877,541674-4                ,77-7050         ,武汉航达,45818,71866.15,16080:23,8877,(AOG)ACTUATOR-EXHAUST                                       ,1123451,10477990
73N,73N01147,2675    ,DE    ,CC    ,541674-4                ,77-7050         ,21    ,X,X,FAIL  ,2011-01-03,27871:22,15601,49858:54,33565,2011-01-03,27871:22,15601,49858:54,33565,航后检查发现左组件ACT不可用.AF check and found L pack ACT can't work,00:00,"  依据FIM更换ACT,发现新件不可用,不装机.亓艳彬refer to FIM,replace ACT,found new one can't work挂签号0007722",0,541674-4                ,108-7751        ,重庆鹏华,32831,51030.5,00:00,0,(AOG)ACTUATOR-EXHAUST                                       ,1123451,10477990
73N,73N01147,2675    ,DE    ,CC    ,541674-4                ,108-7751        ,21    ,X,X,FAIL  ,2011-01-03,27871:22,15601,26741:52,19391,2011-01-04,27880:51,15607,26751:21,19397,,09:29,   航后依据AMM21-51更换左侧冲压门作动筒兵测试正常撤处DD201100100AF replace the ram air door actuator test ok close DD201100100郝名久TAG.0003698,6,541674-4                ,103-6159        ,武汉航达,38621,66098.06,16089:52,8883,(AOG)ACTUATOR-EXHAUST                                       ,1124945,10477995
73N,73N02046,5439    ,DE    ,CC    ,541674-4                ,11543           ,21    ,X,X,FAIL  ,2006-08-29,00:00,0,00:00,0,2011-01-15,12857:50,6709,12857:50,6709,"在北京下降过程中,按压再现时组件PACK灯亮,复位主警戒时该灯熄灭.机组",12857:50,"       过站在1#ZTC自检有RAM AIR ACT信息,完成ZTC复位后,信息清除,测试空调工作正常.吕小舟TR BITE 1# ZTC have RAM AIR ACT message accomplish ZTC rest themessage clear test the A/C is normal.              FROM FLB10478140A航后为进一步隔离故障,参考AMM21-51-21,更换左空调系统冲压进气作动筒,并完成相关测试正常.杜磊AF for move troubleshooting,refer to AMM21-51-21,replace ram inletactuator for L air condition system and do test normal.",6709,541674-4                ,108-7785        ,,32242,60577.21,, ,(AOG)ACTUATOR-EXHAUST                                       ,1134134,10478139
73N,73N02593,5372    ,DE    ,CC    ,541674-4                ,11468           ,21    , , ,SWAP  ,2011-01-27,9283:34,4838,12705:24,6690,2011-02-27,9563:18,4981,12985:08,6833,左组件单通道故障。机组,279:44,"     复位后PACK灯灭，空调工作正常。陈晓青见FLB10478395B航后进行ZTC测试，有ACT信息，清除信息，测试空调正常，为进一步隔离故障，将左组件冲压空气作动器于2158的左组件冲压空气作动器对串，测试正常。郭展洲AF accomplish ZTC test,have ACT message,cleanmessage,test is ok,duo to is isolate trouble,L ram air actuatorexchange with 2158 L ram air actuator,test ok.",143,541674-4                ,11072           ,海口维修室,20566,40715.25,3519:26,1826,(AOG)ACTUATOR-EXHAUST                                       ,1173101,10478394
