机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N05076,1997    ,DE    ,CC    ,57186-10                ,57186K2986      ,29,X,X,FAIL  ,2016-03-21,4590:52,2453,44417:56,28388,2016-09-16,6036:57,3205,45864:01,29140,B系统EMDP不工作 检查跳开关跳出The systme B emdp inop the c/b operandCAN机务,1446:05,"          过站检查壳体回油滤干净,根据AMM29-11-00更换B系统EMDP和R318 继电器,以及EMDP壳体回油滤,测试EMDP泵工作正常,检查管路无渗漏TR check the emdp case filte is normal reffed amm29-11-00 replcethe systme B emdp and R318 recay and the emdp case filter cleaningtest oh no ledingCAN机务FLB11042928A补充航材如下 PACKING :NAS1612-12 1EA  retanty MS28728-25 THE PARTSLIST  NAS1612-10A 1EA   ON/OFF INFORMATION NAS1612-6A 1EANAS1611-114  1EA  NAS1611-220 1EACAN机务   继电器:9124-10400  油滤:7577741",752,57186-10                ,571866891       ,武汉航达,4470.0,8948.33,1446:05,752,（完全禁订）PUMP                                            ,4331087,11042927
73N,73N03647,5580    ,DE    ,CC    ,57186-10                ,6590            ,29,X,X,FAIL  ,2011-05-01,00:00,0,00:00,0,2016-05-15,16126:50,8349,16126:50,8349,海口航前反映B系统EMP压力低2830PSI    宋威HAIKOU PF Reflect an EMP B system low pressure to 2830 psi,16126:50,"     航后检查B系统壳体回油滤无杂质, 更换壳体回油滤并依据 AMM29-11-21更换B系统EMDP, 测试正常, 压力2960PSI    宋威   郑建平AF Check system B shell oil return filter without impurities, filtershell oil replacement and on the basis of AMM29 EMDP - 11-21 Breplacement system, test normal pressure to 2960 psi57186-10  6590  K1853",8349,57186-10                ,K1853           ,,30640.0,59916.56,, ,（完全禁订）PUMP                                            ,4022465,11079332
73N,73N03610,5579    ,DE    ,CC    ,57186-10                ,571866557       ,29,X,X,FAIL  ,2011-04-15,00:00,0,00:00,0,2016-11-03,17713:16,9138,17713:16,9138,空中起飞后4500M左右EMDP系统ELEC 1 灯亮,17713:16,"      航后检查B系统EMDP壳体回油滤有大量金属屑,依据AMM29-11更换B系统EMDP,并完成滤压B系统冲洗,测量B系统EMDP工作正常.依据手册办理OIFC201630427OIFC201630428   栾志灵 孔令山AF CHECK THE SYSTEM B EDMP CASE DRAM FITER AND FIND METAL DEBITSREPLACE THE EMDP AND FLASH THE SYSTEM B AND TEST THE ELEC B WORKS OK油滤件号:65-90305-58   压力油滤件号:65-90305-15系统回油滤:1763722-01",9138,57186-10                ,571869327       ,,4860.0,9311.36,, ,（完全禁订）PUMP                                            ,4455021,11099633
73N,73N05958,7886    ,DE    ,CC    ,57186-10                ,571869918       ,29,X,X,FAIL  ,2016-06-08,00:00,0,00:00,0,2016-07-13,139:09,66,139:09,66,,139:09,    航后完成MCO-2016-07-13-152更换B系统EMDP和壳体回油滤测试正常侯泽召 杨龙AF accomplished MCO-2016-07-13-152 repalced B HYD EMDP and case filter and test them ok refer to AMM29-11-2157186-10 93835 57186-10 571868106,66,57186-10                ,571868106       ,,8464.0,16782.15,, ,（完全禁订）PUMP                                            ,4167853,11101797
73N,73N05006,1995    ,DE    ,CC    ,57186-10                ,571863764       ,29,X,X,FAIL  ,2014-09-09,440:35,232,26985:20,13468,2016-10-17,6958:10,3505,33502:55,16741,机组报告过站A系统FWDP低压灯量 The crew report A system low pressurelight of FMDP come on TR 梁金贵,6517:35,"        航后检查A系统FMDP壳体间油滤有金属屑,按AMM29-11-21更换A系统FMDP并更换A系统压力组件滤子和减高壳体因油滤,求AMM29-11-21,后续需完成冲洗及续后恢复工作 AF check case litter had clip of sys FWDP OFAMM29-11-21 replace system FWDP,refer AMM26-11-71 to replace system AFMDP pressure A Fltter module and silencer flter module system casereturn fitter system A HYD flush gailured in come up and finish thereturn work 梁金贵 
油滤包:65-90305-58
油滤包:65-90305-15",3273,57186-10                ,571866590       ,武汉航达,4295.0,8916.56,6517:35,3273,（完全禁订）PUMP                                            ,4411327,11104805
73N,73N00607,2651    ,DE    ,CC    ,57186-10                ,571866971       ,29,X,X,FAIL  ,2014-11-10,48304:39,25227,1302:50,653,2016-09-20,53975:48,28308,6973:59,3734,,5671:09,"       航后执行MCO-2016-09-20-165 完成FIM29-30TASK 810检查A系统EMDP壳体回油滤,发现金属屑,参考AMM29-11-21更换A系统EMDP 并参考AMM29-11-00冲洗液压A系统,检查正常.肖鹏FLB:11137851BAF do MCO-2016-09-20-165 accomplish FIM29-30TASK 810 check SYS A EMDPcase diain filter element found metal particle ref AMM29-11-21replace SYS A EMDP REF AMM29-11-00 hydrostatic system A flusing checkok",3081,57186-10                ,571864063       ,武汉航达,14836.0,28901.48,5671:09,3081,（完全禁订）PUMP                                            ,4342826,11137851
73N,73N03951,5638    ,DE    ,CC    ,57186-10                ,571867004       ,29,X,X,FAIL  ,2012-03-02,00:00,0,00:00,0,2017-03-23,15996:48,8351,15996:48,8351,机组反映B系统ENDP低压灯亮 .吴崇明 Unit reflect ENDP B system lowvoltage lights.,15996:48,     航后依据FIM29-10TASK804排故 检查控制线路正常 B系统壳体有大量余压 碎屑更换B系统ENDP壳体回油滤 压力油滤系统油滤 及PTU压力测试正常. 吴崇明 AFrefer to FIM29-10TASK804 troubleshooting Check for normal controlcircuit system has large pressure elastic shell replacement B Bsystem ENDP shell oil return oil filter and filter pressure oilfilter system PTU pressure test is normal.,8351,57186-10                ,571866159       ,,122.0,248.04,, ,（完全禁订）PUMP                                            ,4829165,11194246
73N,73N03951,5638    ,DE    ,CC    ,57186-10                ,571866159       ,29,X,X,FAIL  ,2017-03-23,15996:48,8351,00:00,0,2017-04-21,16244:52,8473,248:04,122,,248:04,"  航后完成MCO-2017-04-01-153,依据AMM29-11-21更换B系统EMDP,测试正常.AF accomplished MCO-2017-04-01-153 refer to AMM29-11-21 replace Bsystem EMDP,test ok.",122,57186-10                ,571869079       ,,3442.0,6722.17,, ,（完全禁订）PUMP                                            ,4908029,11216884
73N,73N00577,5090    ,DE    ,CC    ,57186-10                ,571865721       ,29,X,X,FAIL  ,2012-10-19,35881:12,24321,9235:38,4666,2017-08-20,51298:34,31484,24653:00,11829,,15417:22,"  航后接TS通知,依据AMM29-11-21更换A系统EMDP测试,结果正常无渗漏. 陈斌龙AF ref AMM29-11-21 replaced the EMDP of A hydraulic system testnormal no leak        封圈PN:NAS1612-6      NAS1612-10",7163,887477                  ,MX651675        ,PARKER  US,22118.0,42397.25,15417:22,7163,（完全禁订）PUMP                                            ,5253576,11231095
73N,73N03392,5540    ,DE    ,CC    ,57186-10                ,K0677           ,29,X,X,FAIL  ,2011-07-05,2530:06,1328,40748:40,20297,2017-08-17,21620:38,11362,59839:12,30331,更换A系统EMDP后 需办理FC 赵健伟AFTER REPALCE A SYS EMDP NEED RAISE FC,19090:32,  北京航后依据AMM29-11-00-170-801 办理FC201723428 赵健伟AF REFER TO AMM29-11-00-170-801 OPEN FC2017234281060555-8 10-60592-5 10-60593-11,10034,57186-10                ,571864851       ,武汉航达,15167.0,29363.28,19090:32,10034,（完全禁订）PUMP                                            ,5247924,11272205
73N,73N02459,5359    ,DE    ,CC    ,57186-10                ,279458          ,29,X,X,FAIL  ,2011-07-28,12117:23,6107,48439:53,31713,2017-12-23,33057:40,17367,69380:10,42973,"航后检查发现EMDP过热灯亮AF After the voyage inspection, the EMDP was found to be overheating周鸿儒",20940:17,"       航后依据AMM29-11检查回油滤组件及更换回油滤,依据AMM29-22检查ptv油滤及更换AMM29-11检查壳体回油滤及更换油滤,检查消音器油滤,检查及更换压力油滤,最后更换A系统EAF  AMM29-11 check and replace the oil return filter oil returnfilter oil return filter assembly, according to inspect PTV oilfilter and replace AMM29 AMM29-22-11 check shell oil return andreplace the oil filter, check the silencer oil filter, check andchange the pressure oil filter, the change of A system of E 周鸿儒",11260,57186-10                ,571865850       ,武汉航达,14185.0,27360.46,35688:03,21708,（完全禁订）PUMP                                            ,5649614,11350787
73N,73N02046,5439    ,DE    ,CC    ,57186-10                ,571866243       ,29,X,X,FAIL  ,2012-05-12,17410:21,8729,3442:42,1892,2017-12-18,34817:07,17679,20849:28,10842,B系统EMDP压力为2830PSI.肖鹏B SYSTEM EMDP PRESSURE IS 2830 PSI.,17406:46,"  航后参照AMM29-11-21,更换B系统EMDP,检查测试正常,无渗漏,压力3030PSI.AF REF AMM29-11-21 REPLACE B SYSTEM EMDP CHECK AND TEST OK,NO LEAKAGEPRESSURE IS 3030PSI.肖鹏",8950,57186-10                ,571867004       ,PARKER  US,10949.0,20943.51,17406:46,8950,（完全禁订）PUMP                                            ,5635480,11366017
73N,73N01800,5141    ,DE    ,CC    ,57186-10                ,571865110       ,29,X,X,FAIL  ,2017-12-14,39527:00,20194,24127:16,11319,2017-12-17,39550:23,20207,24150:39,11332,航后MCO-2017-12-16-68 B系统EMDP压力2850PSI接近下限POST FLT MCO-2017-12-16-68 B SYS EMDP pressure 2850PSI near lowerlimit朱有光,23:23,"     依据AMM29-11-21更换B系统EMDP,检查正常,测试无渗漏,压力为2980PSI,依据AMM29-11-00办理油滤,保留FC201738906Ref AMM29-11-21 replace EMDP of B HYD SYS,checked normal test notleak pressure 2980PSI,refer to AMM29-11-00 to open FC201738906朱有光 DIC吴海生封圈seal:NA1612-6/NA1612-10/NA1612-12",13,57186-10                ,571869072       ,PARKER  US,6139.0,10769.32,21215:02,9868,（完全禁订）PUMP                                            ,5628467,11378161
73N,73N04355,5712    ,DE    ,CC    ,57186-10                ,571868864       ,29, , ,SCH   ,2018-01-28,15645:02,7994,00:00,0,2018-04-14,16255:49,8300,610:47,306,,610:47,"  航后完成街件拆还,更换B系统EMDP,依据AMM29-11-21,测试正常,测试无渗漏 AFaccomplished replace the B system EMDP,ref AMM29-11-21 test is ok andno leakage 叶永豪 封圈seal:NAS1612-6/NAS1612-10/NAS1612-12",306,57186-11                ,571869464       ,,4865.0,10287.04,, ,（完全禁订）PUMP                                            ,6048571,11435621
73N,73N03889,5636    ,DE    ,CC    ,57186-10                ,571868681       ,29,X,X,FAIL  ,2015-09-26,12077:44,6129,812:12,388,2019-04-07,22557:54,11210,11292:22,5469,A系统EMDP低压灯亮      杨盛林A SYSTEM EMDP LOW PRESSURE LIGHT ON,10480:10,      航后依据AMM29-11-21更换A系统EMDP及插头，依据AMM29-11-27检查A系统壳体油滤，无金属屑，通电测试，A系统EMDP工作正常，办理保留FC201914105AF REFER TO AMM29-11-21REPLACE EMDP AND CONNECT REF TO AMM29-11-27CHECK A SYSTEM CASE FILTER AND CHECK NORMALY TEST A SYSTEM EMDP WORKNORMALY OPEN FC201914105        杨盛林插头 CONNECT BACC63CB18-8SN   壳体回油滤 FILTER  757741封圈  SEAL NAS1611-114,5081,57186-11                ,571868648       ,PARKER  US,5561.0,10260.06,10480:10,5081,（完全禁订）PUMP                                            ,7296850,11624116
73N,73N03095,5462    ,DE    ,CC    ,57186-10                ,571865855       ,29,X,X,FAIL  ,2009-11-03,00:00,0,00:00,0,2019-08-16,30238:54,15383,30238:54,15383,B系统EMDP工作压力低于2800psi CHECK B SYSTEM EMDP LOW 2800 PSI 张越成,30238:54,                ,15383,57186-10                ,571863432       ,,23143.0,45229.2,, ,（完全禁订）PUMP                                            ,7733339,11722528
73N,73N05958,7886    ,DE    ,CC    ,57186-10                ,571868106       ,29,X,X,FAIL  ,2016-07-13,139:09,66,7514:30,3695,2019-08-23,9406:54,4835,16782:15,8464,杭州地面启动好发动机后B系统电动泵低压灯亮。机组,9267:45,"        航后依据AMM29-11-21更换B系统电动泵，依据CMM24-50-48更换R318续电器，依据AMM29-11-41检查壳体油滤，测试正常，无渗漏，完成液压系统放气，并勤务至102%。韩皇定  必检 ：陈文能AF REF TO AMM29-11-21 REPLACED B EMDP ,REF  TO AMM24-50-48 REPLACEDR318 RELAY ,REF TO AMM29-11-41 REPLACED FILTER ,TEST NORMALNO LEAK ,ACCOMPLISHED SERVICE .续电器：9124-10400油滤：7577741封圈：NAS1612-6",4769,57186-11                ,571865143       ,PARKER  US,17665.0,34199.43,9267:45,4769,（完全禁订）PUMP                                            ,7756643,11736015
73N,73N03951,5638    ,DE    ,CC    ,57186-10                ,571866989       ,29,X,X,FAIL  ,2012-03-02,00:00,0,00:00,0,2019-08-30,22830:49,11848,22830:49,11848,空中A系统EMDP低压灯亮，按检查单关泵后灯灭，后续接泵灯又亮机组,22830:49,   航后依据AMM29-11-21 更换A系统电动液压泵 检查其壳体回油滤 无异常测试正常 未见漏液  赵树海  邵晨光AF REFER TO AMM29-11-21 REPLACE THE SYS A EMDP CHECK THE CASE FILTERNORMAL TEST IT OK NO LEAK,11848,57186-11                ,571864199       ,,22124.0,41363.25,, ,（完全禁订）PUMP                                            ,7774721,11740916
73N,73N03186,5503    ,DE    ,CC    ,57186-10                ,571865902       ,29,X,X,FAIL  ,2010-02-08,00:00,0,00:00,0,2014-10-03,14886:45,7718,14886:45,7718,,14886:45,  航后为排除EMDP低压故障检查壳体油滤压力油滤系统结果正常无异物冲洗除流管路并更换EMDP 测试结果符合手册要求更换消音器滤并勤务油量至满位.办理FC201423422和FC201423423,7718,57186-10                ,571868384       ,,9849.0,13577.57,, ,（完全禁订）PUMP                                            ,2835163,1759685 
73N,73N02570,5765    ,DE    ,CC    ,57186-10                ,571864996       ,29, , ,SCH   ,2008-04-09,00:00,0,00:00,0,2009-08-11,3839:46,1689,3839:46,1689,AS PER W/O HEKCMP170 REPLACE SYATEM A EMDP,3839:46,SYSTEM A EMDP REPLACED IAW AMM29-11-21 & OPS CHK SATIS,1689,57186-10                ,571864270       ,,16536.0,33066.51,, ,（完全禁订）PUMP                                            ,758581,195003  
73N,73N02611,5835    ,DE    ,CC    ,57186-10                ,571865035       ,29,X,X,FAIL  ,2008-05-02,00:00,0,00:00,0,2010-11-20,7754:21,3442,7754:21,3442,HYD SYS A (ELECT 2) INOP.,7754:21,"FOUND EMDP 'A' FAULTY, REPLACED PUMP ASSY.",3442,57186-10                ,571863702       ,,8572.0,16954.36,, ,（完全禁订）PUMP                                            ,1088442,20111031
73N,73N03299,5735    ,DE    ,CC    ,57186-10                ,571866086       ,29,X,X,FAIL  ,2010-05-25,00:00,0,00:00,0,2012-09-27,7137:30,3705,7137:30,3705,SUSPECT CORROION ON SYS B ELEC HYD PUMP CASING IN MAIN WHEEL WELL,7137:30, IAW HKA INFO ROB KBK SYSB EMDP TO SERVE KBU SYS B AND W/O CARRIED OUTOPS CHK NML NO LEAK FOUND AS PER AMM 29-11-21,3705,57186-10                ,571864305       ,,19636.0,36748.29,, ,（完全禁订）PUMP                                            ,1732346,26091219
73N,73N00731,2652    ,DE    ,CC    ,57186-10                ,K1853           ,29,X,X,FAIL  ,2010-03-27,31812:32,16030,33316:41,15975,2016-01-18,48865:15,25714,50369:24,25659,"起飞以后出现A系统电动液压泵过热灯亮,按检查单处理,关断A系统电动液压泵机组",17052:43,"        航后依据AMM29-09更换A系统EMDP以及壳体回油滤,测试正常,A系统电动液压泵工作正常.陈祥龙AF refer to AMM29-09 replace the EMDP and case oil filter of HYD Asystem,test it work normal挂签号0012841壳体回油滤7577741FL30003835B航后因停场时间不足,依据MEL29-07-03办理DD201601558.吴坚敏AF due to SG,refer to MEL29-07-03 raise DD20160155857186-10  K1853    57186-10  8716",9684,57186-10                ,571868716       ,武汉航达,6513.0,12061.14,17052:43,9684,（完全禁订）PUMP                                            ,3732741,30003835
73N,73N02144,5763    ,DE    ,CC    ,57186-10                ,571864270       ,29,X,X,FAIL  ,2007-01-15,00:00,0,00:00,0,2009-05-26,6514:08,2915,6514:08,2915,ELECTRIC HYDRUALIC PUMP SYSTEM A OVERHEAT ON FINAL FOR LANDING ATDPS,6514:08,"   REPLACED EMDP ASSY SYSA , GROUND CHECKED NORMAL, REF AMM29-11-41.REPLACED EMDP CASE DRAIN FILTER SYS A REF AMM 29-11-41-000-801.REPLACED PRESSURE FILTER MODULE ELEMENT SYS A REF 29-11-71-000-802REPLACED RETURN FILTER ELEMENT REFER AMM 29-11-61-000-801",2915,57186-10                ,571864899       ,,9726.0,19561.34,, ,（完全禁订）PUMP                                            ,714321,424201  
73N,73N00163,5061    ,DE    ,CC    ,57186-10                ,K0488           ,29,X,X,FAIL  ,2005-09-11,19320:36,11468,24912:34,14929,2007-11-12,25866:22,17464,31458:20,20925,,6545:46,"为排除B系统空中EMDP过热灯亮的故障,更换EMDP,测试正常.(游舟)",5996,887477                  ,MX651675        ,武汉航达,22118.0,42397.25,6545:46,5996,（完全禁订）PUMP                                            ,477535,60002037
73N,73N00173,5062    ,DE    ,CC    ,57186-10                ,K1276           ,29,X,X,FAIL  ,1999-01-19,00:00,0,00:00,0,2009-06-22,32139:00,19291,32139:00,19291,空中A系统液压电动泵过热灯亮，机组按检查单处置。（贺建发）,32139:00,"  参照MEL29-07放行，贴不工作标牌在A系统旁。（冉曦）见TL62003537,航后检查A系统EMDF壳体回油滤，有大量金属屑，冲洗EMDP壳体回油滤的管路，更换EMDP测试正常。（冼世雄）",19291,57186-10                ,K1331           ,,31138.0,55938.43,, ,（完全禁订）PUMP                                            ,728522,62003533
73N,73N00230,5091    ,DE    ,CC    ,57186-10                ,K0732           ,29,X,X,FAIL  ,2010-10-10,30833:27,23839,00:00,0,2010-10-11,30841:40,23849,08:13,10,,08:13,"   航后依据AMM24-11更换A系统EMDP,测试正常AF refer to AMM24-11 replaced the EMDP of sys A,test ok(赵松)TAG:9000075",10,887477                  ,MX603630        ,,25834.0,34918.19,, ,（完全禁订）PUMP                                            ,1057747,62015595
73N,73N01511,5246    ,DE    ,CC    ,57186-10                ,571863383       ,29,X,X,FAIL  ,2004-05-17,00:00,0,00:00,0,2012-05-01,28540:35,13207,28540:35,13207,航前A系统EMDP增压时压力在2200PSI左右(宋万江),28540:35,"  依据AMM29-11检查壳体回油滤干净无污染,更换A系统压力电门和A系统EMDP后测试正常(宋万江) PF refer to AMM29-11 replace the A ENDP and pressureswitch the result is ok TAG:0001141",13207,57186-10                ,K0988           ,,34800.0,57495.56,, ,（完全禁订）PUMP                                            ,1568791,62032806
73N,73N01386,5272    ,DE    ,CC    ,57186-10                ,571863166       ,29,X,X,FAIL  ,2003-11-19,00:00,0,00:00,0,2015-05-06,38693:15,21277,38693:15,21277,,38693:15,  航后完成DD201509632依据AMM29-11更换A系统EMDP结果符合要求关闭DD2015096AF ACCOMPLISH DD201509632 REFER TO AMM29-11 REPLACE A SYSTEM EMDP THEREULT IS OK CLOSE DD201509632(胡琛),21277,57186-10                ,571863743       ,,21990.0,38481.35,, ,（完全禁订）PUMP                                            ,3216870,62064747
73N,73N01273,5248    ,DE    ,CC    ,57186-10                ,57186K2986      ,29,X,X,FAIL  ,2003-01-25,00:00,0,00:00,0,2015-01-20,42541:01,27435,42541:01,27435,航后检查发现A系统压力低 杜磊AF CHECKED AND FOUND A SYSTEM LOW PRESSURE,42541:01,"    航后排故确认为A系统EMDP故障,根据AMM29-11-21更换A系统EMDP,检查出口压力为3020PSI,无渗漏 杜磊AF TROUBLE SHOOTING CONFIRM A SYSTEM EMDP FAULT, REF AMM29-11-21REPLACE THE A SYSTEM EMDP, CHECK AND REPLACE THE CASE FILTER, TESTIT OUT 3020PSI",27435,57186-10                ,255000          ,,24185.0,40029.52,, ,（完全禁订）PUMP                                            ,3030809,62092245
73N,73N01382,5268    ,DE    ,CC    ,57186-10                ,57186K2694      ,29,X,X,FAIL  ,2003-09-29,00:00,0,00:00,0,2017-02-09,45054:09,25342,45054:09,25342,,45054:09,"  航后依据AMM29-11更换B系统EMDP和过热电门,测试正常,关闭DD201703821AF REFER AMM29-11 REPLACE B SYSTEM ENDP AND OVERHEOR TEST OK CLOSEDD201703821(郭鹏飞)",25342,57186-10                ,571869323       ,,4316.0,6908.34,, ,（完全禁订）PUMP                                            ,4715291,62158901
73N,73N02400,5449    ,DE    ,CC    ,57186-10                ,571865605       ,29,X,X,FAIL  ,2017-08-16,32511:36,16394,37:45,24,2017-11-18,33360:44,16822,886:53,452,,849:08," 航后依据AMM29-11更换B液压系统电动泵,测试正常无声漏(薛东旭)AF REFER TO AMM29-11 REPLACE THE EMDP TEST IS OK",428,57186-10                ,571865721       ,,14601.0,30177.33,, ,（完全禁订）PUMP                                            ,5536175,62227196
73N,73N02265,5409    ,DE    ,CC    ,57186-10                ,571867676       ,29, , ,SCH   ,2018-01-01,35193:52,17629,00:00,0,2018-03-21,35972:21,17994,778:29,365,,778:29,"  航后依据AMM29-11更换B液压系统EMDP,测试正常AF basis AMM29-11 change EMDP B hydraulic system, the test is normal郭鹏飞",365,57186-11                ,571867590       ,,10223.0,20025.36,, ,（完全禁订）PUMP                                            ,5965897,62237030
73N,73N01619,5292    ,DE    ,CC    ,57186-10                ,571863466       ,29,X,X,FAIL  ,2012-05-09,27465:08,9350,26557:59,9221,2013-02-06,29555:39,11053,28648:30,10924,过站反映B EMDP 响声大且有异响.聂秋波TR refer to b EMDP has norse,2090:31,  航后检查B系统ENDP 壳体油滤滤芯干净无异物依据AMM29-11更换B系统EMDP测试正常.聂秋波  AF check B EMDP drain filter element is ok refer to AMM29-11 repalced B EMDP the test is ok,1703,57186-11                ,571866682       ,,13459.0,19249.43,, ,（完全禁订）PUMP                                            ,1893318,63332652
73N,73N01511,5246    ,DE    ,CC    ,57186-10                ,K0988           ,29,X,X,FAIL  ,2012-05-01,28540:35,13207,36292:14,20811,2016-09-20,42713:16,23491,50464:55,31095,,14172:41,5246   73N 12012  新版本NRC,10284,57186-10                ,571863166       ,武汉航达,21278.0,38695.07,14172:41,10284,（完全禁订）PUMP                                            ,4258059,
73N,73N01796,5136    ,DE    ,CC    ,57186-10                ,571863736       ,29,X,X,FAIL  ,2005-10-11,00:00,0,00:00,0,2019-08-15,41363:55,20911,41363:55,20911,,41363:55,  B-5136飞机   退租检   WOH73N20295 WOH73N21576 WOH73N21647 WOH73N21785314A2620-1/N531-209是从旧发串到新发上，314A2620-1/N631-247错误数据已拆下DE掉后续看到实物在恢复,20911,57186-11                ,571867732       ,,14160.0,18328.4,, ,（完全禁订）PUMP                                            ,7624667,
73N,73N01796,5136    ,DE    ,CC    ,57186-10                ,571865298       ,29,X,X,FAIL  ,2014-08-05,26985:20,13468,16975:17,8643,2019-08-14,41363:55,20911,31353:52,16086,,14378:35,  B-5136飞机   退租检   WOH73N20295 WOH73N21576 WOH73N21647 WOH73N21785314A2620-1/N531-209是从旧发串到新发上，314A2620-1/N631-247错误数据已拆下DE掉后续看到实物在恢复,7443,57186-11                ,571867213       ,武汉航达,20746.0,37200.29,14378:35,7443,（完全禁订）PUMP                                            ,7624667,
73N,73N02459,5359    ,DE    ,CC    ,57186-10                ,571864854       ,29, , ,SCH   ,2007-11-28,00:00,0,00:00,0,2017-04-04,30837:35,16171,30837:35,16171,,30837:35,液压B系统EMDP壳体回油滤中发现大量金属屑,16171,57186-10                ,571869918       ,,3800.0,6777.38,, ,（完全禁订）PUMP                                            ,4875464,
73N,73N02678,5406    ,DE    ,CC    ,57186-10                ,571865182       ,29,X,X,FAIL  ,2008-07-30,00:00,0,00:00,0,2011-12-08,11159:20,6017,11159:20,6017,,11159:20,依据航材邮件修正系统数据.,6017,57186-10                ,571865894       ,,5203.0,9986.35,, ,（完全禁订）PUMP                                            ,1445681,
73N,73N03278,5522    ,DE    ,CC    ,57186-10                ,571866099       ,29,X,X,FAIL  ,2010-05-04,00:00,0,00:00,0,2011-08-10,3864:15,1963,3864:15,1963,,3864:15,修正数据。,1963,57186-10                ,571865925       ,,12678.0,25072.3,, ,（完全禁订）PUMP                                            ,1403405,
73N,73N00067,2636    ,NRC   ,CC    ,57186-10                ,K1018           ,29,X,X,FAIL  ,1998-08-26,00:00,0,00:00,0,2006-07-06,26547:25,14414,26547:25,14414,B系统EMDP压力大于3200PSI。THE SYSTEM B PRESSURE ABOVE 3200PSI.,26547:25,        1  按AMM29-11-21拆下B系统EMDP。REMOVE THE SYSTEM B EMDP REF AMM29-11-21. AIRP2X1　2  按AMM29-11-21安装B系统EMDP。INSTALL THE SYSTEM B EMDP REF AMM29-11-21. MINP　  RII3  按AMM29-11-21完成相关测试，结果符合手册要求。DO THE TEST REF AMM29-11-21 AND THE RESULT IS ACCORDING WITH THE MANUA,14414,57186-10                ,279050          ,,44783.0,77047.37,, ,（完全禁订）PUMP                                            ,184510,
73N,73N00154,5060    ,NRC   ,CC    ,57186-10                ,K1227           ,29,X,X,FAIL  ,1998-12-06,00:00,0,00:00,0,2007-03-19,25163:42,15450,25163:42,15450,更换A系统EMDP壳体回油滤时发现滤芯上有大量小金属颗粒。WE FIND A LARGE QUANTITY OF SMALL METAL PARTICLES IN THE FILTER WHEN WE REPLACE THE SYSTEM A EMDP CASE DRAIN FILTER。,25163:42,"            1.根据AMM29-11-27-000-801拆下A系统消音油滤，检查油滤内没有金属屑，冲洗消音油滤。 RMEOVE THE SYS A ACOUSTIC FILTER MODULE REFER TO AMM29-11-27-000-801，THERE ARE NO METAL PARTICLE IN THE FILTER，FLUSH THE ACOUSTIC FILTER。AIRP2.根据AMM29-11-21-000-802-002拆下A系统EMDP。 REMOVE SYS A EMDP REFER TO AMM29-11-21-000-802-002.MINP3.根据AMM29-11-21-400-802-002安装A系统EMDP. INSTALL SYS A EMDP REFER TO AMM29-11-21-400-802-002 AIRPRII4.根据AMM29-11-27-400-801安装A系统消音油滤。 INSTALL THE SYS A ACOUTICFILTER REFER TO AMM29-11-27-400-801.AIRP5.参考AMM29-11-21-700-801完成EMDP安装测试，确认EMDP工作符合手册要求。DO THE EMDP INASTALLATION TEST REFER TO AMM29-11-21-700-801, MAKE SURETHE EMDP WORKS ACCORD WITH THE MANUAL。AIRP",15450,57186-10                ,267896          ,,45338.0,69927.53,, ,（完全禁订）PUMP                                            ,201181,
73N,73N00163,5061    ,NRC   ,CC    ,57186-10                ,K0671           ,29,X,X,FAIL  ,1998-12-20,00:00,0,00:00,0,2005-09-11,19320:36,11468,19320:36,11468,"B系统壳体回油滤发现金属屑. 
METAL CONTAMINATION HAS BEEN FOUND IN CASE RETURN FILER OF B SYS.",19320:36,"      1   参考AMM29-11-41更换EMDP。 
REPLACE THE EDP REFER TO AMM29-11-41。  机身 　 　  RII
2   冲洗液压管路参考AMM29-11-00。 
FLUSH THE LINES OF EDP TUBE REFER TO AMM29-11-41-700-801。  机身 　　  
3   参考AMM29-11-41完成EMDP安装测试。 
EMDP Pump Installation Test REFER TO AMM29-11-21。 
",11468,57186-10                ,K0488           ,,30756.0,47392.42,, ,（完全禁订）PUMP                                            ,27933,
73N,73N00163,5061    ,NRC   ,CC    ,57186-10                ,K2393           ,29, , ,SCH   ,1998-12-21,00:00,0,00:00,0,2009-07-09,31725:42,21936,31725:42,21936,液压A系统EMDP壳体回油滤中发现大量金属屑。THERE WERE A LOT OF METAL PARTICLES FOUND IN THE HYDRAULIC SYSTEM A EMDP CASE DRAIN FILTER.,31725:42,      1.参考AMM29-11-21-000-802-002拆下EMDP。REMOVE THE EMDP REFER TO AMM29-11-21-000-802-002.AIRP2.参考AMM29-11-21-400-802-002安装EMDP。INSTALL THE EMDP REFER TO AMM29-11-21-000-802-002.MINPRII3.参考AMM29-11-00-170-801冲洗液压管路。FLUSH THE HYDRAULIC SYSTEM A LINES REFER TO AMM29-11-00-170-801.AIRP挂签号：2025028,21936,57186-10                ,279056          ,,33638.0,53988.43,, ,（完全禁订）PUMP                                            ,284879,
