机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N04472,1562    ,DE    ,CC    ,398908-5                ,24041           ,21    ,X,X,FAIL  ,2018-05-30,15323:48,7879,5380:35,3631,2018-07-15,15668:17,8064,5725:04,3816,监控发现右组件温度偏高。周晓健MONITOR THE RH PACK TEMP HIGHER.,344:29,"                    航后自检ZTC1 ZTC2无故障信息，检查右侧TCV无法全关闭，管路和信号管无漏气，按AMM21-51-10更换右侧TCV,检查测试正常，测量右组件出口温度6.5℃,ACM与冷凝器之间的波纹管无破损，右侧主散热器温降45℃，ACM压气机进口53℃，出口102℃，涡轮进口44℃,出口1℃，右次散热器温降36℃      周晓健TO[FLB0040882A]FLB00040882AFROM[FLB0040881B]执行反吹右组件，反吹前组件38℃，反吹后组件温度34℃.周晓健AF BITE ZTC1 AND ZTC 2, NO FAULT MESSAGE,CHECK RH TCV FAIL TO CLOSEFULL,CHECK THE TUBE AND SIGNAL PIPE NO LEAK,REF AMM21-51-10 REPLACERH TCV,MEASURE RH PACK OUTLET TEMP 6.5℃,THE CORRUGATED PIPEBETWEEN ACM AND THETO[FLB0040882B]FLB00040882BFROM[FLB0040882A]CONDENSER IS OK,RH MAIN EXCHANGER HEAT TEMP DROP 45℃,ACM CONDENSERINLET 53℃,OUTLET 102℃,THE TURBINE INLET 44℃,OUTLET 1℃,RH THESECONDARY HEAT EXCHANGER TEMP DROP 36℃,CLEAN THE RH PACK MAIN HEATEXCHANGER,AND THE SECONDARY HEAT EXCHANGER PRE CLEANING THE PACK IS38℃,AFTER CLEANING THE PACK TEMP IS 34℃.    周晓健",185,398908-5                ,13982           ,霍尼韦尔,12513,23586.36,344:29,185,(AOG)VALVE                                                  ,6367321,0040881B
73N,73N04118,1906    ,DE    ,CC    ,398908-5                ,24041           ,21    ,X,X,FAIL  ,2018-12-07,20071:55,10483,5725:04,3816,2019-02-06,20525:38,10721,6178:47,4054,"哈尔滨航前出港时机组反映驾驶舱区域温度灯亮，自检有配平活门信息，复位后正常。李定良THE CREW REPORT COCKPIT AREA LIGHTS UP DURING HRB DEPARTURE,PZTC BITE HAVE ZONE TRIM TRIM AIR MODULATING VALVE INFORMATION,RESET IS NORMAL.",453:43,"    航后1.依据AMM21-61-00完成PZTC自检，测试正常；2.依据AMM21-61-21更换驾驶舱区域温度配平活门，测试正常。李定良AF 1.REF TO AMM21-61-00 ACCOMPLISH THE PZTC BITE,TEST IS NORMAL,2.REF TO AMM21-61-21 REPLACE COCKPIT ZONE TRIM AIR MODULATINGVALVE,TEST IS NORMLA.",238,398908-5                ,25601           ,霍尼韦尔,5290,8152.26,453:43,238,(AOG)VALVE                                                  ,7093098,0042175B
73N,73N04601,1905    ,DE    ,CC    ,398908-5                ,2986            ,21    ,X,X,FAIL  ,2016-06-24,8788:19,4574,55684:03,28712,2019-02-18,16467:22,8736,63363:06,32874,,7679:03,"  FROM[FLB00042283A]航后更换右空调主TCV，测试正常无渗漏。康其佳AF REPLACED R AIR CONDITION MAIN TCV,TEST OK AND NO LEAKAGE.",4162,398908-5                ,22531           ,海口维修室,6777,12573.05,, ,(AOG)VALVE                                                  ,7135275,0042285B
73N,73N05809,7395    ,DE    ,CC    ,398908-5                ,26192           ,21    ,X,X,FAIL  ,2016-02-27,00:00,0,00:00,0,2018-12-14,7666:53,4059,7666:53,4059,"机组反映天津起飞后左组件灯亮，约3分钟后熄灭，福州过站自检正常，历史有TCV信息。陈宝荣THE LEFT COMPONENT LIGHT IS ON AFTER TAKE OFF FROM TSN,3MIN AFTEROFF,FOC TR TEST NORMAL,HAVE TCV HISTORY MESSAGE.",7666:53,"    航后参考FIM21-62 TASK 801完成FPTC自检，测试无当前故障信息，依据AMM21-51-10更换左组件TCV，测试正常。陈宝荣AF REF FIM21-62 TASK 801 COMPLETED PACK FLOW TEMPERATURE CONTROLERBITE TEST, HAVE NO FAULT MESSAGE,REF TO AMM21-51-10 REPLACED LEFTPACK TCV,TEST OK.",4059,398908-3                ,7678            ,,23941,45444.43,, ,(AOG)VALVE                                                  ,6900952,0043251B
73N,73N05384,1433    ,DE    ,CC    ,398908-5                ,30477           ,21    ,X,X,FAIL  ,2018-05-25,8445:45,5485,1704:27,711,2018-11-10,9711:27,6215,2970:09,1441,"在空中，再现时 ZONE TEMP 灯亮，复位主警戒后灯灭。机组DURING AIRBORNE,WHEN RECALL ZONE TEMP LIGHT ILLUMINATE,PRESSRESET LIGHT OFF.",1265:42,"            过站复位控制器后，按AMM21-61-00测试正常。马宁  2*0.5HTR RESET C/B,REFER TO AMM21-61-00 TEST OK.FLB00044178FROM[FLB0044177A]航后执行ZTC1/2自检无信息，测量CONTROL CABIN TAV,V143 D3886 PIN11-3电压正常，参考AMM21-61-21更换驾驶舱区域配平活门V143,测试正常,无渗漏。李栩  2*2HAF DO ZTC 1 AND ZTC2 BITE NO MESSAGE,MEASURE CONTROL CABIN TAV,V143 D3886 PIN11-PIN3 VALTAGE NORMAL, REFER TO AMM21-61-21.TO[FLB0044178B]FLB00044178BFROM[FLB0044178A]REPLACE CONTROL CABIN TAV V143,CHECK NORMAL,NO LEAKAGE.李栩",730,398908-5                ,2393            ,霍尼韦尔,38676,65840.21,1265:42,730,(AOG)VALVE                                                  ,6781320,0044177A
73N,73N05678,7113    ,DE    ,CC    ,398908-5                ,25484           ,21    ,X,X,FAIL  ,2015-11-18,00:00,0,00:00,0,2018-11-23,9455:38,4870,9455:38,4870,左组件再现时亮。机组LEFT PACK LIGHT IS ON WHEN RECALL.,9455:38,"     按MEL21-32放行，无M项，O项通知机组。HLD机务  1*1.5HFLB00045116AFROM:FLB00045114B航后依据AMM21-51-10更换左侧TCV,测试正常，完成MCO-2018-11-23-64.王刚  2*2HAF REF AMM21-51-10 REPLACE L/H TCV,TEST OK,ACCOMPLISH MCO-2018-",4870,398908-5                ,25888           ,,3205,7935.46,, ,(AOG)VALVE                                                  ,6827844,0045114B
73N,73N05243,1785    ,DE    ,CC    ,398908-5                ,18615           ,21    ,X,X,FAIL  ,2016-10-11,5307:23,2597,9211:15,4480,2016-10-11,5307:23,2597,9211:15,4480,,00:00,"    航后为排除前舱管道温度高故障,依据AMM21-61-21更换前舱温度配件活门.自检ZTC1 ZTC2正常,测试无渗漏  TAG6045117AF for troubleshooting of fwd cabin pipe tmpeation overhight referAMM21-61-21 replace fwd cabin trinrah bite ztc1 ztc2王岗",0,398908-5                ,24271           ,霍尼韦尔,5418,10725.1,00:00,0,(AOG)VALVE                                                  ,4395236,10561214
73N,73N05277,1787    ,DE    ,CC    ,398908-5                ,11509           ,21    ,X,X,FAIL  ,2016-11-13,5077:46,2606,23360:44,12078,2016-11-14,5089:29,2612,23372:27,12084,飞行期间区域温度灯亮 机组lewd cabj  zone temp,11:43,"     过站按MEL21-32 C类放行有0项,无M项 SYX机务TR refer to MEL21-32 dispatchFLB10616740B航后完成MCO-2016-11-14-119依据AMM21-61-21更换右侧前舱配平活门,测试正常  王建AF accomplished MCO-2016-11-14-119 refer to AMM21-61-21 repalced zonetrim air modulating valve test is ok",6,398908-5                ,23513           ,海口维修室,5776,10913.23,, ,(AOG)VALVE                                                  ,4484426,10616739
73N,73N06288,6103    ,DE    ,CC    ,398908-5                ,28868           ,21    ,X,X,FAIL  ,2017-02-14,00:00,0,00:00,0,2017-05-03,514:13,271,514:13,271,右组件TCV活门关不严the RH TCV fail黄长辉,514:13,  依据AMM21-51-00更换TCV后测试正常Refer AMM21-51-00 replaced TCV test ok黄长辉,271,398908-5                ,22918           ,,4494,8682.52,, ,(AOG)VALVE                                                  ,4939025,10716484
73N,73N05194,1728    ,DE    ,CC    ,398908-5                ,21239           ,21    ,X, ,WOR   ,2015-09-22,2346:25,1124,00:00,0,2015-11-25,2862:59,1398,516:34,274,,516:34,   航后依据AMM21-61-21更换前舱配平活门，并测试正常，自检ZTC2无代码，撤除标牌．曹驰AF refer AMM21-61-21 to replace the FWD cabin trun air made latroyvalve and test ok ZTC2 BITE no code discard the libal.,274,398908-5                ,18229           ,,9098,17890.14,, ,(AOG)VALVE                                                  ,3600325,10774909
73N,73N02769,5418    ,DE    ,CC    ,398908-5                ,17624           ,21    ,X,X,FAIL  ,2017-05-04,26379:38,13937,7006:13,3388,2017-05-11,26438:04,13968,7064:39,3419,航后检查发现前管道温度过高达24℃AK check FWD supply duct temperature to high，reach to 24℃刘明明,58:26,   航后依据AMM21-61-09更换前货舱配平活门，测试正常，管道温度为3℃AF refer to AMM21-61-09 replace FWD trim air check valve，test ok，temperature 3℃刘明明,31,398908-5                ,25130           ,海口维修室,2842,6482.43,, ,(AOG)VALVE                                                  ,4959062,10909127
73N,73N03038,5478    ,DE    ,CC    ,398908-5                ,27404           ,21    ,X,X,FAIL  ,2017-11-13,25914:59,12996,3585:16,2015,2017-11-15,25933:27,13004,3603:44,2023,再现左组件灯亮   霍光富LH PACK LIGHT RECALL,18:28,   航后依据AMM21-51-10 AMM21-61-20更换左组件TCV 和ZTC 1 测试正常霍光富AF REF OT AMM21-51-10 AND AMM21-61-20 TO REPACL TCV AND ZTC1SPPERATELY AND TEST OK,8,398908-3                ,11602           ,霍尼韦尔,15609,30346.17,18:28,8,(AOG)VALVE                                                  ,5524959,10916419
73N,73N00607,2651    ,DE    ,CC    ,398908-5                ,22047           ,21    ,X,X,FAIL  ,2016-03-20,52425:15,27488,4118:22,2171,2016-03-24,52461:51,27498,4154:58,2181,航前检查发现右组件PACK灯亮.   马鹏PF CHECK THE RIGHT PACK FAIL,36:36,"      航前依据 MEL21-33A 放下.   马鹏PF REFER TO MEL21-33A DISPATCHFL10933773B 航后依据 AMM21-51-21 更换左组件TCV, 测试右组件工作正常,自检ZTC无信息.   王健AF REFER TO AMM21-51-21 REPLACE THE TCV OF RH PACK TEST OK BITE ZTCNO MESSAGETCV  398908-5  22047   398908-3   18056",10,398908-3                ,18056           ,HONEYWELL,9571,18350.28,36:36,10,(AOG)VALVE                                                  ,3895567,10933770
73N,73N05489,6061    ,DE    ,CC    ,398908-5                ,23763           ,21    ,X,X,FAIL  ,2017-04-06,4151:16,2169,4267:03,2247,2017-05-03,4409:54,2281,4525:41,2359,,258:38,  航后依据AMM21-51-10完成更换TCV，测试正常AF refer to AMM21-51-10 replaced TCV，test is ok靖徐成,112,398908-5                ,24508           ,霍尼韦尔,3198,6505.39,, ,(AOG)VALVE                                                  ,4939304,10935280
73N,73N05489,6061    ,DE    ,CC    ,398908-5                ,24508           ,21    ,X,X,FAIL  ,2017-05-03,4409:54,2281,4071:21,1908,2017-05-04,4415:38,2283,4077:05,1910,"机组反映空中左PACK灯亮,地面按压主警告,左PACK灯熄灭.机组",05:44,"     按照MEL21-32放行.CGO机务FROM FLB10935283B过站自检左组件27C有TW信息.无法清除,依据AMM21-51-10更换左组件TW,自检27C无信息,测试无渗漏.URC机务TR bite 27C have TW message can't to reset refer AMM21-51-10 replaceleft pack TW bite 27C no message test no air leakage",2,398908-5                ,23267           ,霍尼韦尔,5398,10524.49,05:44,2,(AOG)VALVE                                                  ,4940039,10935282
73N,73N03007,5483    ,DE    ,CC    ,398908-5                ,22535           ,21    , , ,SWAP  ,2016-02-18,21120:08,10724,3044:12,1577,2016-05-05,21749:06,11045,3673:10,1898,监控左侧空调组件温度高.梅超Monitor air condition pack temperature was high of L/H,628:58,"    航后依据MCD要求依据AMM21-61-21和AMM21-51-10将左组件TCV与后舱配平活门对串,测试正常.梅超AF refer to MCD demand,refer to AMM21-61-21 and AMM21-51-10 madetemperature control valve of L/H change AFT passengercompartment trim air modulating valve,test to normal",321,398908-3                ,12536           ,HONEYWELL,15278,29778.37,628:58,321,(AOG)VALVE                                                  ,3998805,10944900
73N,73N03007,5483    ,DE    ,CC    ,398908-5                ,22535           ,21    ,X,X,FAIL  ,2016-05-05,21749:06,11045,3673:10,1898,2016-05-06,21754:22,11047,3678:26,1900,,05:16,"  航后依据AMM21-61-21更换后舱空气配平活门,测试正常.王海亮AF refer to AMM21-61-21 replace the AFT cabin zone trim airmodulating valve,test ok",2,398908-3                ,4568            ,HONEYWELL,30860,49444.33,634:14,323,(AOG)VALVE                                                  ,4000713,10944902
73N,73N02556,5371    ,DE    ,CC    ,398908-5                ,21908           ,21    ,X,X,FAIL  ,2015-12-09,25011:44,12728,00:00,0,2016-05-09,26295:46,13371,1284:02,643,FROM FLB 10963499A,1284:02,   航后ZTC有TCV 信息.依据AMM21-51-10-000-801更换温度控制活门测试正常无信息.刘小锋AF dite the ZTC havd TCV message refer to AMM21-51-10-000-801 replacethe TCV test normal not message,643,398908-5                ,22047           ,,6674,12550.09,, ,(AOG)VALVE                                                  ,4007720,10963502
73N,73N00548,5083    ,DE    ,CC    ,398908-5                ,23330           ,21    ,X,X,FAIL  ,2016-03-31,47729:05,29561,2942:51,1458,2016-09-09,49091:06,30239,4304:52,2136,航后反映右组件TCV故障.AF report the RH PACK TCV FAULT赖伟冬,1362:01,"  航后依据AMM21-51-10更换TCV温度控制组件,安装新件测试正常.AF refer to AMM21-51-10 replaced the TCV and do the installed test ok赖伟冬",678,398908-3                ,9966            ,HONEYWELL,17020,34255.06,1362:01,678,(AOG)VALVE                                                  ,4314705,10977351
73N,73N05331,1796    ,DE    ,CC    ,398908-5                ,22393           ,21    , , ,SWAP  ,2016-06-15,3708:36,1988,4582:03,2350,2017-06-02,6673:33,3535,7547:00,3897,航后检查发现左空调组件温度为40.关久富AF CHECK AND FIND THE TEMPERATURE OF L PACK IS 40,2964:57,"    航后依据AMM21-51-10将左组件TCV与右组件后舱配平活门对串,测试正常无漏气左组件温度为29,右组件温度为24.关久富AF REFER TO AMM21-51-10 CHANGE TCV OF L PACK INTO AFT RESSENGER TRIMAIR MODULATING VALVE TEST IT NORMAL NO LEAKAGE L PACK TEMPERATURE IS29 R PACK TEMPERATURE IS 24",1547,398908-5                ,22699           ,武汉航达,6142,11727.41,, ,(AOG)VALVE                                                  ,5018080,10980216
73N,73N05167,1725    ,DE    ,CC    ,398908-5                ,22807           ,21    , , ,SCH   ,2016-06-16,4717:14,2419,00:00,0,2016-07-07,4900:49,2502,183:35,83,,183:35,"  AF完成右组件TCV借件拆还工作,恢复后测试正常,检查未见漏气AF accomplished the TCV remove return job,ZTC test OK,no leak found李新",83,398908-5                ,26719           ,,3686,7124.47,, ,(AOG)VALVE                                                  ,4151776,10982699
73N,73N01796,5136    ,DE    ,CC    ,398908-5                ,22355           ,21    ,X,X,FAIL  ,2016-03-19,31812:44,16044,2355:05,1189,2016-07-22,32852:40,16597,3395:01,1742,"监控左组件跳开,梅超monitor left air-condition pack was trip",1039:56,"    航后依据MCD要求检查后TCV SECU驾驶舱配平活门发现TCV漏气,依据AMM21-51-60更换左组件TCV测试正常.梅超AF refer to MCD demand check TCV STCU find trim valvefound TCV was leakage refer to AMM21-51-60 replace the TCV ofL/H pack test to normal.",553,398908-3                ,13707           ,HONEYWELL,14029,25130.02,1039:56,553,(AOG)VALVE                                                  ,4192344,10992493
73N,73N02854,5465    ,DE    ,CC    ,398908-5                ,18615           ,21    ,X,X,FAIL  ,2016-06-21,23462:08,11840,8703:54,4168,2016-08-20,23969:29,12152,9211:15,4480,后区域温度灯亮 浦东机务,507:21,航后依据AMM21-61-21完成后客舱区域配平活门更换  浦东机务,312,398908-5                ,24386           ,霍尼韦尔,5367,10242.22,507:21,312,(AOG)VALVE                                                  ,4271132,11000812
73N,73N05436,1502    ,DE    ,CC    ,398908-5                ,19988           ,21    ,X,X,FAIL  ,2016-06-03,2842:21,1483,7047:48,3521,2016-08-13,3481:18,1793,7686:45,3831,前舱区域温度灯亮The light is front zone temperature郭鹏飞,638:57,   航后依据手册AMM21-61-21更换区域配平调节活门测试正常AF REFER TO AMM21-61-21 REPLACE ZONE TROM AIR MODULATING VALVE THE TEST IS OK郭鹏飞,310,398908-5                ,22061           ,海口维修室,6986,13508.29,, ,(AOG)VALVE                                                  ,4246098,11012755
73N,73N05442,1501    ,DE    ,CC    ,398908-5                ,21501           ,21    , , ,SCH   ,2016-05-25,2360:40,1126,00:00,0,2016-07-08,2745:54,1347,385:14,221,,385:14,"  航后完成MCO-2016-07-07-154更换后舱配平活门,测试正常 卫星亮AF ACCOMPLISH THE MCO-2016-07-07-134 REPLACE THE AFT TRIM AIR MODULATING VALVE TEST OK",221,398908-5                ,27236           ,,4269,7792.46,, ,(AOG)VALVE                                                  ,4153817,11016101
73N,73N02801,5416    ,DE    ,CC    ,398908-5                ,19946           ,21    , , ,SCH   ,2016-06-15,23401:17,12085,00:00,0,2016-07-28,23746:51,12259,345:34,174,,345:34,"  因借件拆还, 航后依据 AMM21-51-10 更换TCV测试正常.  于建东BECAUSE BROROW CNIATION METAL REMOVE IT RETURN HAVE AF REFERAMM21-51-10 REPLACE TCV TEST OK",174,398908-3                ,5059            ,,33893,53745.05,, ,(AOG)VALVE                                                  ,4204387,11030917
73N,73N02556,5371    ,DE    ,CC    ,398908-5                ,22918           ,21    ,X,X,FAIL  ,2016-06-08,26548:15,13497,1536:31,769,2017-01-12,28410:22,14430,3398:38,1702,再现时L侧PACK灯亮。主警戒灯熄灭时该灯灭。机组,1862:07,    过站测试ZTC后正常。依据AMM21-00ZTC BITE无信息。TR REFER 21-00 ZTC BITE OK NOMESSAGE.XIY机务FLB11031839 依据AMM21-51-10更换左组件TCV，测试正常。无渗漏。REFER AMM21-51-10 REPLACED L PACK TCV.TEST NORMAL.NO LEAKAGE.邓巍,933,398908-3                ,13387           ,,13259,25102.16,, ,(AOG)VALVE                                                  ,4638146,11031837
73N,73N04760,1927    ,DE    ,CC    ,398908-5                ,25130           ,21    ,X,X,FAIL  ,2016-06-24,7709:45,3975,1368:01,656,2016-11-23,8997:54,4615,2656:10,1296,FLB11045051A,1288:09," 航后参考AMM21-51-10更换左组件TCV,测试正常.林觉AF refer to AMM21-51-10 replaced L park TCV test ok",640,398908-3                ,8209            ,霍尼韦尔,21464,42295.04,1288:09,640,(AOG)VALVE                                                  ,4507183,11045055
73N,73N02648,5375    ,DE    ,CC    ,398908-5                ,27750           ,21    ,X,X,FAIL  ,2016-09-27,26487:09,13615,00:00,0,2016-11-15,26862:42,13817,375:33,202,再现时后舱区域灯亮。卫星亮THE AFT ZONE LIGHT ON AT REAPPEAR,375:33,   航后自检有配平活门信息，依据AMM21-61-21更换后舱配平活门，测试正常。卫星亮AF BITE THE ZTC FIND THE TRIM VALVE IS FAULT IS FAULT REFER AMM21-61-21 TO REPLACE THE TRIM VALVE OF AFT CABIN TEST OK,202,398908-5                ,24123           ,,5086,10140.42,, ,(AOG)VALVE                                                  ,4484946,11052669
73N,73N02556,5371    ,DE    ,CC    ,398908-5                ,22047           ,21    , , ,SWAP  ,2016-05-09,26295:46,13371,4154:58,2181,2016-06-08,26548:15,13497,4407:27,2307,航后读取空调数据驾驶舱管道温度150度AF check the fct cleck duct emperature was 150刘建亮,252:29,"    航后为判断故障,将左组件TCV与后舱配平活门对串,测试驾驶舱管路温度80度 符合要求,因航材无料办理保留DD201615305AF for trouble exchange lh tcv witle aft cabin trim valve test lockpduct temp 80 make DD201615305张颖",126,398908-5                ,22918           ,HONEYWELL,4494,8682.52,252:29,126,(AOG)VALVE                                                  ,4080193,11062972
73N,73N02556,5371    ,DE    ,CC    ,398908-5                ,22047           ,21    ,X,X,FAIL  ,2016-06-08,26548:15,13497,4407:27,2307,2016-06-17,26627:56,13532,4487:08,2342,,79:41,   航后撤除DD201615305依据AMM21-61更换后舱配平活门测试正常AF close DD201615305 replace AFT passenger trimp valve and test ok姜铮铮398908-5/22047  398908-5/24521,35,398908-5                ,24521           ,HONEYWELL,4112,7721.35,332:10,161,(AOG)VALVE                                                  ,4102638,11062993
73N,73N04651,5852    ,DE    ,CC    ,398908-5                ,22174           ,21    ,X,X,FAIL  ,2016-03-25,7731:37,4025,4422:10,2380,2016-04-15,7938:36,4128,4629:09,2483,"爬升中出现右PACK灯亮,左组件关断,隔离活门关 ZUH机务",206:59,"            根据AMM21-00测试组件正常 Ref AMM21-00 test pack normal ZUH机务FLBT11067194b依据AMM21-61-21更换左组件TCV活门,并方向冲洗左组件,做ZTC1和ZTC2 自检无信息,目视检查无漏气现象,组件工作正常 Refer to AMM21-61-21 replaceleft pack tcv and reverse flush l pack bite ztc 1 and zec2 no messagecheck valve no leakage l pack work normal 屈永辉 FLB110637197A航后完成ZTC测试发现左侧冲压进气门卡滞,依据AMM21-51更换左组件ACT,测试正常, AF accomplshed ztc BTFE find the lfet act door more notsmooting refe r to AMM21-51 replace the lfet pack act test ok 上官兴FLB11067197B 航后更换驾驶舱温度指示依据AMM21-61及驾驶舱温控组件,测试正常 AF refer to AMM21-61 replace the cabintemperature indicator and temperature control nodule test ok 上官兴 
OFF:162BL903/14121092  ON:162BL903/09044704	",103,398908-5                ,24513           ,海口维修室,5711,11033.41,206:59,103,(AOG)VALVE                                                  ,3949639,11067194
73N,73N04147,5686    ,DE    ,CC    ,398908-5                ,23253           ,21    ,X,X,FAIL  ,2016-04-27,11949:23,6140,3588:48,1778,2016-06-07,12293:53,6316,3933:18,1954,,344:30," 航后完成MCO,检查左空调管路无漏气,更换左组件TCU,测试正常.陈猛AF finished MCO,check the duct of L pack normal,replace TCU,test ok.",176,398908-3                ,3667            ,霍尼韦尔,32653,52659.55,344:30,176,(AOG)VALVE                                                  ,4078241,11071891
73N,73N00345,2647    ,DE    ,CC    ,398908-5                ,20483           ,21    ,X,X,FAIL  ,2015-11-23,54211:24,28198,4929:40,2532,2016-05-14,55597:48,28914,6316:04,3248,,1386:24,   为排除左组件温度高故障反向吹除左组件并更换左组件TCV测试结果符合手册要求左管道温度9 组件温度30.杨清华for troubleshooting LH pack tem high clean the exchangers and replaceTCV test ok,716,398908-5                ,20227           ,HONEYWELL,6737,12276.06,1386:24,716,(AOG)VALVE                                                  ,4020193,11071992
73N,73N03192,5502    ,DE    ,CC    ,398908-5                ,25130           ,21    ,X,X,FAIL  ,2016-03-08,19146:56,9888,848:45,385,2016-05-13,19666:12,10159,1368:01,656,,519:16,"   航后离位检查左右TCV关闭不严,依据AMM21-51-10更换左右TCV,测试正常.胡贤AF check L and R TCV leakage,refer to AMM21-51-10 replace the TCV,test is ok",271,398908-5                ,25476           ,HONEYWELL,5257,9081.36,519:16,271,(AOG)VALVE                                                  ,4018899,11074852
73N,73N01855,5139    ,DE    ,CC    ,398908-5                ,23420           ,21    ,X,X,FAIL  ,2016-05-03,34290:51,17084,2783:52,1430,2016-05-05,34302:49,17090,2795:50,1436,过站反映驾驶舱温度高TR report the crew temperature high赖伟冬,11:58,"  过站依据AMM21-51-10更换左TCV,测试正常TR refer to AMM21-51-10 replace TCV and test ok赖伟冬",6,398908-3                ,9156            ,HONEYWELL,17662,33563.13,11:58,6,(AOG)VALVE                                                  ,4000772,11077923
73N,73N02981,5481    ,DE    ,CC    ,398908-5                ,22055           ,21    ,X,X,FAIL  ,2016-03-28,21684:29,11374,4688:17,2350,2017-05-22,24987:36,13199,7991:24,4175,监控左组件温度高.徐怀斌monitor left pack temperature is high,3303:07,  航后排故确认TCV故障.依据AMM21-51-10更换TCV 结果正常.徐怀斌AF troubleshooting and make sure that TCV is fault due to AMM21-51-10repalce the TCV test it ok,1825,398908-3                ,17632           ,霍尼韦尔,8726,17068.16,3303:07,1825,(AOG)VALVE                                                  ,4987593,11080095
73N,73N04147,5686    ,DE    ,CC    ,398908-5                ,22053           ,21    ,X,X,FAIL  ,2016-06-21,12331:46,6337,00:00,0,2016-07-15,12564:24,6438,232:38,101,,232:38," 航后依据AMM21-51-10更换TCV,测试正常AF refer to AMM21-51-10 replace TCV tets ok   孙晨",101,398908-5                ,20311           ,,7309,13858.53,, ,(AOG)VALVE                                                  ,4173118,11084660
73N,73N03007,5483    ,DE    ,CC    ,398908-5                ,21218           ,21    ,X,X,FAIL  ,2016-07-27,22442:44,11411,6985:40,3711,2016-10-24,23244:45,11796,7787:41,4096,,802:01,    FORM FL1108643B航后依据工卡AMM21-51-12-00-801更换TCV完成右组件性能测试ZTC自检正常且无渗漏     黄保利AF REF TASK AMM21-51-10-00-801 REAPCED THE TCV THE SING RIGHTPOFORME ZTC NO LEKAGE,385,398908-5                ,23274           ,海口维修室,6048,12102.2,, ,(AOG)VALVE                                                  ,4428454,11086416
73N,73N05027,1996    ,DE    ,CC    ,398908-5                ,19988           ,21    ,X,X,FAIL  ,2016-08-24,6228:24,3284,7686:45,3831,2016-08-26,6247:41,3295,7706:02,3842,,19:17,"    航后自检ZTC有TRIM VALVE信息,参考AMM21-61-21更换前舱配平活门,测试正常参考AMM21-51-02更换ACAU2测试正常,长时间运转显示正常.任俊澄AF BITE ZTC HAD TRIM VALVE MESSAGE REFER AMM21-61-21 REPLACE THE FWDTCV TEST OK REFER TO AMM21-51-02 REPLACED ACAU2 TEST OK OPERATIONCONDITION TEST OK",11,398908-3                ,2971            ,海口维修室,34154,64279.49,19:17,11,(AOG)VALVE                                                  ,4279302,11093117
73N,73N05460,1505    ,DE    ,CC    ,398908-5                ,11509           ,21    ,X,X,FAIL  ,2016-12-17,4608:15,2285,23372:27,12084,2016-12-19,4624:12,2293,23388:24,12092,实时监控HAK-CKG进近时右组件跳开.张健real tine  monitoring HAK-CKG approach right  pack trip,15:57,  航后自检ZTC无故障信息.依据AMM21-11-21更换配平活门 测试正常.张杰AF do TC BITE test no  fault message refer to AMM21-11-21 replacethe air  monitoring vale test normal,8,398908-3                ,8112            ,海口维修室,21938,42854.52,15:57,8,(AOG)VALVE                                                  ,4575640,11104512
73N,73N05762,7172    ,DE    ,CC    ,398908-5                ,26004           ,21    ,X,X,FAIL  ,2016-01-24,00:00,0,00:00,0,2016-07-25,1349:47,736,1349:47,736,左右组件温度高.陈剑L/E pack right temperature,1349:47,   航后检查左右组件TCV均漏气 依据AMM21-51-10更换左右组件TCV 测试符合手册要求空调左右组件工作均正常.陈剑AF check found R/L pack TCV are leak refer to AMM21-51-10replace the TCV tesy are ok A/C pack are ok,736,398908-5                ,6526            ,,27645,53665.07,, ,(AOG)VALVE                                                  ,4197424,11113102
73N,73N05762,7172    ,DE    ,CC    ,398908-5                ,26030           ,21    ,X,X,FAIL  ,2016-01-24,00:00,0,00:00,0,2016-07-25,1349:47,736,1349:47,736,左右组件温度高.陈剑L/E pack right temperature,1349:47,   航后检查左右组件TCV均漏气 依据AMM21-51-10更换左右组件TCV 测试符合手册要求空调左右组件工作均正常.陈剑AF check found R/L pack TCV are leak refer to AMM21-51-10replace the TCV tesy are ok A/C pack are ok,736,398908-5                ,10767           ,,15843,30471.15,, ,(AOG)VALVE                                                  ,4197424,11113102
73N,73N04760,1927    ,DE    ,CC    ,398908-5                ,21053           ,21    , , ,SCH   ,2016-05-22,7444:42,3837,00:00,0,2016-07-14,7877:33,4059,432:51,222,,432:51,"   航后依据AMM21-61-21更换后舱配平活门,完成借件拆还.测试活门工作正常.AF REFER TO AMM21-61-21 REPLACE AFT CABIN TRIM VALVE FOR BORROWEDPART VETURN AND TEST PASSED.挂签号:6038729.高昊",222,398908-5                ,23751           ,,5982,11534.52,, ,(AOG)VALVE                                                  ,4168141,11116941
