机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N01147,2675    ,DE    ,CC    ,398908-3                ,4338            ,21    ,X,X,FAIL  ,2008-03-21,19258:59,10717,20688:37,16250,2012-09-06,32901:30,18420,34331:08,23953,右组件PACK灯亮有TCV信息R pack light on RCV MSG remains刘鹤嵩,13642:31,  航后依据AMM21-51-10更换右组件TAV 测试正常AF replace R pack TCV test ok刘鹤嵩,7703,398908-3                ,2975            ,武汉航达,35203,62990.53,13642:31,7703,(AOG)VALVE(重点监控件号)                                    ,1709456,10556236
73N,73N00212,2638    ,DE    ,CC    ,398908-3                ,5557            ,21    ,X,X,FAIL  ,2003-07-08,5296:00,2527,00:00,0,2007-11-27,30320:34,14935,25024:34,12408,"飞行中发现按压再现""域温度灯,右组件灯亮,再次按压后灯灭,增压温度正常,按检查单处置,正常执行航班.高飞跃跃 AFT PAS",25024:34,"      过站检查右组件区域温度控制器有TRIM VALVE信息,复位后根据AMM21-61-00测试区域温度控制器上无故障信息,按压再现区域温度不亮,符合手册要求.石祥涛 
TL10179846,见TL10179839和TL10179840,为排除本机“前舱”区域温度灯空中
再现时亮的故障，航后依据AMM21-61-21更换前舱TRIM VALVE，依据AMM21-61-
21测试相关系统工作正常，自检控制哭无TRIM VALVE 信息，测试相关区域无
渗漏，恢复飞机至正常状态。挂签号：2000258",12408,398908-3                ,5879            ,,10274,20833.28,, ,(AOG)VALVE(重点监控件号)                                    ,482865,10179840
73N,73N01170,2676    ,DE    ,CC    ,398908-3                ,6536            ,21    ,X,X,FAIL  ,2002-07-14,00:00,0,00:00,0,2007-02-27,16805:28,8542,16805:28,8542,机组反映左组件灯亮马肖里,16805:28, 航后自检左组件有TCV信息，按AMM21-51-10更换左组件TCV，测试工作正常无渗漏 挂签号1004590  马肖里,8542,398908-3                ,6030            ,,23141,43352.06,, ,(AOG)VALVE(重点监控件号)                                    ,390075,10182669
73C,73C01866,2960    ,DE    ,CC    ,398908-3                ,4351            ,21    ,X,X,FAIL  ,2008-03-24,53412:20,30696,19221:17,15230,2008-03-26,53425:50,30704,19234:47,15238,再现检查时，右PACK灯亮 黄凤刚,13:30,"       过站读取2#温度控制器有TCV信息，清除信息后测试正常。请继续使用航后按AMM21-61-21对串左右组件TCV，测试1#区域温度控制器有TCV信息，按压再现时左PACK灯亮，可以复位，右组件测试正常，因航材无料将左侧TCV按MEL21-33A办理DD6071809    李利TL10303956依据AMM2133更换左空调舱TCV,通电接通空调工作正常，ZTC自检通过撤DD6071809.挂签号：2004290张锟",8,398908-3                ,2313            ,海口维修室,23611,41635.27,8046:17,4639,(AOG)VALVE(重点监控件号)                                    ,527008,10303946
73N,73N01033,2158    ,DE    ,CC    ,398908-3                ,5968            ,21    ,X,X,FAIL  ,2002-01-14,00:00,0,00:00,0,2006-09-09,16987:04,8335,16987:04,8335,空中巡航时左PACK灯亮，复位后不能灭，按压主警告灯灭,16987:04, 测试左区域温度控制器，TCV灯亮，依据AMM21-51-10更换左组件温度控制活门组件工作正常。林炜 挂签号0002124,8335,398908-3                ,285C            ,,11855,21195.01,, ,(AOG)VALVE(重点监控件号)                                    ,331781,10186923
73C,73C01866,2960    ,DE    ,CC    ,398908-3                ,2338            ,21    ,X,X,FAIL  ,2008-03-24,53412:20,30696,53412:20,30696,2008-10-05,54909:34,31650,54909:34,31650,,1497:14,"    航后对右PACK灯亮排故，更换右组件TCV，对串左右温度控制器后，测试正常张勇AF for trouble shooting RH PACKlight,replace TH pack TCV,interchangeLH and RH,the result is normal挂签号2002461",954,398908-3                ,8780            ,,10393,18211.48,, ,(AOG)VALVE(重点监控件号)                                    ,599266,10349862
73N,73N00067,2636    ,DE    ,CC    ,398908-3                ,4016            ,21    ,X, ,SWAP  ,2002-08-10,00:00,0,00:00,0,2006-11-15,27897:42,15041,27897:42,15041,TLB10152819***再现时，右PACK灯亮，复位主警告灯灭，机组判断右组件温度控制系统备用？效，依据MEL2-21-32放行***,27897:42,航后故障未再现，依据排故建议与5090飞机对调TCV并测试工作正常。王云鹏,15041,398908-3                ,4560            ,,24997,35868.53,, ,(AOG)VALVE(重点监控件号)                                    ,353342,10199082
73N,73N00515,5081    ,DE    ,CC    ,398908-3                ,4218            ,21    ,X,X,FAIL  ,2000-04-30,00:00,0,00:00,0,2006-10-01,22196:17,10149,22196:17,10149,***空中再现时CONT CAB “ZONE TEMP”灯亮，复位主警告灯灭 机组 ***,22196:17,  FROM TL10203293 航后对区域温度控制器1＃和2＃上自检，均有驾驶舱TCV信息，航后按MM21-61-21更换驾驶舱TCV后在区域温度控制器1＃和2＃上进行自检，信息可消除，长时间测试空调系统工作正常 孙健琦,10149,398908-3                ,5968            ,,28991,57161.51,, ,(AOG)VALVE(重点监控件号)                                    ,339062,10203295
73C,73C01866,2960    ,DE    ,CC    ,398908-3                ,2313            ,21    ,X,X,FAIL  ,2008-03-26,53425:50,30704,11379:18,6987,2012-07-14,64566:24,37522,22519:52,13805,,11140:34,"   航后完成技术组工作检查客舱在地面过热,发现左组件TCV向下游漏气,更换TCV 测试工作正常.王晓东AF accomplish the technical work the passenger cabin was hot onground find the left pack TCV was leakage replace TCV test ok",6818,398908-3                ,285C            ,武汉航达,11855,21195.01,11140:34,6818,(AOG)VALVE(重点监控件号)                                    ,1645643,10533946
73N,73N00731,2652    ,DE    ,CC    ,398908-3                ,2421            ,21    ,X,X,FAIL  ,2008-03-28,25931:09,12789,52753:41,29864,2009-06-28,29587:07,14750,56409:39,31825,航后检查发现TCV漏气AF CHECK FIND TCV LEAKAGE,3655:58,  更换TCV测试正常.REPLACE TCV TEST OK　张国生,1961,398908-3                ,11030           ,上海航新,8688,15378.3,3655:58,1961,(AOG)VALVE(重点监控件号)                                    ,733109,10277057
73N,73N00577,5090    ,DE    ,CC    ,398908-3                ,4496            ,21    ,X,X,FAIL  ,2004-04-06,00:00,0,00:00,0,2006-11-20,15790:44,13762,15790:44,13762,再现检查时FWD CAB ZONE TEMP灯亮,15790:44,    过站测试2＃区域温度控制器ZONE TRIM VALVE灯亮，无法清除，按MEL21-19放行。吕岩T10204235 航后依据AMM21-61-21更换前舱区域配平活门后测试正常，无故障信息。刘兵挂签号0104124,13762,398908-3                ,2111            ,,47154,73748.38,, ,(AOG)VALVE(重点监控件号)                                    ,355023,10204233
73C,73C02543,2990    ,DE    ,CC    ,398908-3                ,8780            ,21    ,X,X,OBS   ,2008-04-03,40174:21,31115,5812:30,2881,2008-08-06,41232:46,31774,6870:55,3540,"航前机组反映右PACK灯亮，自检有TCV信息，消除后正常。吴国泰 PF theflight crew repotred that the ""lf-test hadTCV message cleared and test ok..k TCV was leakage replac",1058:25,"   航后询问机组后续航段正常，自检无信息，依据AMM21-61-21更换TCV,并测试正常。观察。吴国泰 AF required the crew was ok,there is no messageafter the controller BITE,replaced the TCV observe refer toAMM21-61-21 and test ok. TAG:1104680",659,398908-3                ,4104            ,,23278,43599.39,, ,(AOG)VALVE(重点监控件号)                                    ,574533,10346718
73N,73N02042,5180    ,DE    ,CC    ,398908-3                ,4235            ,21    , , ,SWAP  ,2008-04-04,5812:30,2881,24018:58,11073,2013-06-22,23288:32,11514,41495:00,19706,"空调地面制冷效果差,机组",17476:02,"     检查空调可以使用,航后进一步处理,钟前海check air condition can be used AF will repair it航后检查左组件制冷良好,右组件管道温度高度且TCV漏气严重,依据AMM21-51-10 将右组件TCV与前舱配平活门对串测试制冷良好不漏气,冯亮AF FIND L pack cooling well duct teimp of R pack is high TCV leakheavy refer to AMM21-51-10 swap R TCV AND FWD TAV TEST OK",8633,398908-3                ,8785            ,海口维修室,21291,40238.08,17476:02,8633,(AOG)VALVE(重点监控件号)                                    ,2077855,10654986
73Q,73C02981,2993    ,DE    ,CC    ,398908-3                ,6030            ,21    ,X,X,FAIL  ,2008-04-05,32362:18,18349,17885:42,8812,2008-05-25,32808:17,18600,18331:41,9063,厦门机场起飞时右空调组件故障，机组按检查单处置后仍亮，按规定高度单组件飞回陕。宋世生,445:59,"         过站在控制器测试有TCV信息，清洁右组件TCV插头，无法复位，按MEL21-01-01放行。王岳刚TR test on contorller ,TCV light comes on ,clean the plug of TCVand can not reset,refer to MEL21-01-01 to dispatch.TL10293534  航后自检有TCV信息（右组件）按AMM21-51-00更换右组件TCV,开右组件PACK灯亮，脱开390 灯灭，从定检5082左组件串390，长时间开右组件工作正常。挂签：2001201。 陈欢PACKING:S9028A905AF self test RH pack TCU message ,refer to AMM25-51-00 replace TCU,pack still ligth rob 390 from 5082 RH pack ok.",251,398908-3                ,7994            ,武汉航达,15131,28896.45,445:59,251,(AOG)VALVE(重点监控件号)                                    ,548494,10293528
73C,73C02782,2965    ,DE    ,CC    ,398908-3                ,6488            ,21    ,X,X,FAIL  ,2008-04-07,37239:31,23317,19081:37,10613,2009-01-14,39520:55,24787,21363:01,12083,再现时左PACK灯亮复位灯灭。,2281:24, 航后更换左空调TCV测试正常。挂签号：2008552.刘春石AF replace the TCV and test ok.,1470,398908-3                ,2372            ,上海航新,18059,33127.55,2281:24,1470,(AOG)VALVE(重点监控件号)                                    ,646310,10251886
73N,73N01015,2157    ,DE    ,CC    ,398908-3                ,5794            ,21    ,X,X,FAIL  ,2002-01-11,00:00,0,00:00,0,2007-05-30,19601:23,9830,19601:23,9830,,19601:23,  FROM T10242558 航后检查发现左组件TCV STCV均有不同程度漏气，关闭不严航后依据AMM21-51-00更换TCV STCV，检查左组件工作正常。陈维波挂签号1005124　0004880,9830,398908-3                ,2815            ,,26401,47162.29,, ,(AOG)VALVE(重点监控件号)                                    ,421073,10242563
73N,73N00477,5080    ,DE    ,CC    ,398908-3                ,4104            ,21    ,X, ,SWAP  ,2004-03-06,15098:05,6213,00:00,0,2007-07-16,27456:52,13179,12358:47,6966,,12358:47,  AF为判断本机平飞后14排以前的客舱温度低，不能调节故障，故将本机前舱配平活门与B2157飞机的前舱配平活门对串，依据AMM21-61-400-801完成安装后正常，并完成测试，结果正常。   赵东,6966,398908-3                ,6001            ,,27792,55027.21,, ,(AOG)VALVE(重点监控件号)                                    ,437576,10243785
73C,73C02782,2965    ,DE    ,CC    ,398908-3                ,2990            ,21    ,X,X,FAIL  ,2008-05-20,37640:17,23563,25831:07,12749,2011-01-29,45059:28,28154,33250:18,17340,"过站再现时,右组件灯亮,有TCV信息.TR the R pack light on when recall.潘健生",7419:11,"  航后根据AMM21-61-21更换右组件TCV ,ETC自检正常.通引气无渗漏.AF refer to AMM21-61-21 replace the R pack TCV .ETC bite ok. noleakage found when supply pneumatic power. 潘健生",4591,398908-3                ,9878            ,上海航新,7140,13738.14,7419:11,4591,(AOG)VALVE(重点监控件号)                                    ,1147214,10462239
73Q,73C02981,2993    ,DE    ,CC    ,398908-3                ,7994            ,21    ,X,X,FAIL  ,2008-05-25,32808:17,18600,8523:31,4509,2009-05-31,35692:38,20316,11407:52,6225,,2884:21,       FROM FL10281377A 航后检查冲压空气通道无堵塞，无异物，检查ACM及涡轮风扇，滑油量均足够，更换390F超温电门，无效，原件装回，测试2TC有TCV信息，更换TCV 测试2TC可正常通过，正向冲洗热交换器，开右组件高流量30分钟，未见跳开，空调使用正常，恢复飞机至正常状态      刘斌FL10281380A   AF CHECK RAMAIR DUCT INOPLUG CHECK ACM AND TURBOFAMOIL FULL REPLACE 390F OVERHEAT SWICTCH NO USE RETUNE IT NORMALTEST 2TC HAVE TCV MESSAGE REPLACE TCV TEST 2TC CAUPASS CLEAN THEEXCHANGE TEST A/C 30 MINUTES ALL IS NORMAL  RETUNE AIR CRAFT TO,1716,398908-3                ,2098            ,HONEYWELL,16971,30251.53,2884:21,1716,(AOG)VALVE(重点监控件号)                                    ,716754,10281379
73N,73N02400,5449    ,DE    ,CC    ,398908-3                ,10006           ,21    ,X,X,FAIL  ,2007-09-25,00:00,0,00:00,0,2009-01-28,3607:06,1587,3607:06,1587,"右组件再现时""亮，温度控制器上测试曾有TCV信息。Bite test of the R pack/zone temperature controller and there is"" 赵子钦，，开右组件高流量30分钟，未见跳开，空调",3607:06,"   为排除故障，按AMM21-51-10更换右组件TCV，安装测试工作正常。For troubleshooting, referred to AMM21-51-10 to replace the R packTCV, and installation test it works normal.   赵子钦tag:2019376.",1587,398908-3                ,2978            ,,33484,64989.4,, ,(AOG)VALVE(重点监控件号)                                    ,653748,10248977
73N,73N01855,5139    ,DE    ,CC    ,398908-3                ,2362            ,21    ,X,X,FAIL  ,2008-06-09,8891:51,4323,13268:39,8248,2009-10-07,13561:33,6475,17938:21,10400,空中再现时右组件灯亮.机组,4669:42,"         过站进行右组件测试,有PACK/ZONE controller TCV信息无法消除,更换右组件控制器后PACK/ZONE controller 消失, TCV灯仍亮,按照MEL21-32放行,航后处理.挂签号:0115183TR check R PACK/ZONE controller TCV fail,replaced the R controllerit will be done AF. TAG NO.:0115183 黄热星见FL10323092  航后更换右组件TCV做PACK/ZONE controller 自检和TCV安装渗漏测试,测试结果正常.挂签号:9000277AF replace the right TCV refer to AMM21-51 AND do the BITE test ofPACK/ZONE temperature controllers and a soap bubble test,the resultis OK!TAG NO.:9000277     黄文豪",2152,398908-3                ,2093            ,,23610,43762.01,, ,(AOG)VALVE(重点监控件号)                                    ,793446,10323091
73N,73N02046,5439    ,DE    ,CC    ,398908-3                ,8758            ,21    ,X,X,OBS   ,2006-08-29,00:00,0,00:00,0,2009-01-26,6313:19,3362,6313:19,3362,FROM FL10250764A右PACK灯亮。,6313:19,  航后更换右组件TCV地面测试正常，拆下件办观察。挂签号：2019512观察件挂签号：2000091　回涛AF replace the R pack TCV test ok.,3362,398908-3                ,4015            ,,40369,70876.17,, ,(AOG)VALVE(重点监控件号)                                    ,652740,10250764
73N,73N01766,5135    ,DE    ,CC    ,398908-3                ,8278            ,21    ,X,X,FAIL  ,2008-06-21,9648:01,5093,8339:04,4008,2016-06-15,35027:32,18073,33718:35,16988,,25379:31,  航后完成MCO为排除右组件温度高更换TCU测试正常温度正常.杨帆AF accomplish the MCOfor toubleooting of rhl pack light replace theTVU and test ok,12980,398908-5                ,20019           ,HONEYWELL,7742,14942.19,25379:31,12980,(AOG)VALVE(重点监控件号)                                    ,4097206,10958590
73N,73N00548,5083    ,DE    ,CC    ,398908-3                ,4108            ,21    ,X,X,FAIL  ,2008-07-03,22124:50,16959,27565:22,13334,2008-11-06,23377:24,17615,28817:56,13990,机组反映右ZONE TEMP 灯亮，后检测ZTC上有TCV 信息，复位后正常 crewreport the right ZONE TEMP light on BITE OF ZTC have TCV reset was ok,1252:34,"  航后检查右TCV卡滞，依据AMM21-51-10更换右TCV ,检查测试正常 AF CHECKthe right TCV fault refer to AMM21-51-10 replace right TCV test okTAG:2014544  张锟",656,398908-3                ,4340            ,武汉航达,25396,40912.58,1252:34,656,(AOG)VALVE(重点监控件号)                                    ,613471,10250307
73N,73N00731,2652    ,DE    ,CC    ,398908-3                ,285C            ,21    ,X,X,FAIL  ,2008-07-07,26653:16,13146,10259:48,5698,2010-06-14,32489:34,16413,16096:06,8965,机组反映空调制冷不好CRE REPORT THE A/C IS HOT机组,5836:18,"          航后完成空调系统性能测试,自检1号ZTC有ZONE TRIM VALVE信息,依据AMM2161更换后舱配平活门,测试不通过,判断为新件故障,故障挂签号 9021016 再次更换配平活门,测试正常 挂签号 9016716TL10371984AF ACCOMPLISH THE A/C SYSTEM FUNCTION TET BITE FIND ZONE TRIM LAVLEMESSAGE AT NO.1 ZTC REF TO AMM2161 REPLACE THE AFTER CABIN ZONE TRIMVALVE TEST CAN'T PASS JUDGE THAT THE NEW PART IS FAULT REPLACE THEVALVE AGAIN TEST OK庞永峰FAULT TAG NO.9021016TAG NO.9016716",3267,398908-3                ,8109            ,武汉航达,12716,25153,5836:18,3267,(AOG)VALVE(重点监控件号)                                    ,968464,10371983
73N,73N00607,2651    ,DE    ,CC    ,398908-3                ,080415          ,21    , , ,SWAP  ,2008-07-19,28276:23,14464,32362:18,18349,2008-09-16,28787:22,14732,32873:17,18617,右组件灯亮。潘健生R PACK LIGHT IS ON.,510:59,"       依据技术组邮件对右组件灯亮排故，对串左右TCV及更换右组件涡轮入口过热店门（210电门），根据AMM21-51-10-400及AMM21-51-41-000进行测试，结果正常。潘健生挂签号：1103009FOR TROUBLESHOOTING OF THE R PACK LIGHT ON,INTERCHARGE THE R/H PACKTCV WITH THE L/H PACK,AND REPLACE THE R/H PACKTL10352085 TURBINE INTET OVERHEAT SWITCH AND REFER TO AMM21-51-10-400AND AMM21-51-410-000,CARRY OUT THE TEST,THE RESULT IS OK.",268,398908-3                ,2374            ,武汉航达,45941,68085.5,510:59,268,(AOG)VALVE(重点监控件号)                                    ,590912,10352084
73N,73N00551,5089    ,DE    ,CC    ,398908-3                ,4348            ,21    ,X, ,WOR   ,2000-05-16,00:00,0,00:00,0,2004-05-06,7723:19,8461,7723:19,8461,地面检查飞机发现右组件跳开灯亮，按检查单做该组件仍不能复位请检查。李品武,7723:19,   自检NO2控制器上有TCV信息不能清除更换右组件TCV按AMM21-61-00测试正常，请继续使用。挂签号：0004605张伟,8461,398908-3                ,2373            ,,17340,36813.58,, ,(AOG)VALVE(重点监控件号)                                    ,112439,1025430 
73C,73C02543,2990    ,DE    ,CC    ,398908-3                ,4104            ,21    ,X,X,FAIL  ,2008-08-06,41232:46,31774,14885:51,8252,2008-08-13,41283:41,31806,14936:46,8284,右组件故障。机组 Right pack fault.,50:55,"      过站按MEL21-01-01-01 右组件先放行，航后处理。符孝平 TR dispatch byMEL21-01-01-01,it will repaired in AF. TL10352381航后自检控制器有TCV信息且组件不可复位，经判断证实为390F电门故障，更换390F电门与TCV，测试其工作正常。符孝平 AF BITE to find TCVmessage and the R/H pack could not be reset,check and find 390Fswicth fault,replace the 390F swicth and TCV,test ok tag 20160840121050",32,398908-3                ,3474            ,武汉航达,6168,10798.21,50:55,32,(AOG)VALVE(重点监控件号)                                    ,577597,10346739
73C,73C02782,2965    ,DE    ,CC    ,398908-3                ,6030            ,21    ,X,X,FAIL  ,2008-08-17,38354:57,24055,18331:41,9063,2009-10-10,41647:38,26086,21624:22,11094,空中下降时间ZONE TEMP灯亮 机组,3292:41,"    按MEL21-18-02放行，航后处理。田忠明 REFER TO MEL21-18-02 DISPATCH,AFWILL REPAIR ITFL10312169B航后自检有配平活门故障信息(驾驶舱),更换驾驶舱配平活门，测试正常。穆青 AF BITE FAIL CODE FITDECK,REPLACE TRIM AIR MODULATINGVALVE,TEST OK 挂签号9002251",2031,398908-3                ,080415          ,武汉航达,23689,41710.34,3292:41,2031,(AOG)VALVE(重点监控件号)                                    ,794997,10312168
73N,73N00345,2647    ,DE    ,CC    ,398908-3                ,2712            ,21    ,X,X,FAIL  ,2008-08-27,31356:16,15836,32306:30,17550,2017-08-30,59232:08,30867,60182:22,32581,,27875:52,   航后依据AMM21-61-00 更换前舱配平活门 测试正常 完成MCO-2017-08-29-194挂签号:7003711  王君昭AF REFER AMM21-61-00 REPLACE THE FWD TRIM VALVE TEST IS OK FINISHMCO-2017-08-29-194 TAG:7003711,15031,398908-5                ,23508           ,武汉航达,5343,9367.14,27875:52,15031,(AOG)VALVE(重点监控件号)                                    ,5284462,11257571
73N,73N01147,2675    ,DE    ,CC    ,398908-3                ,6491            ,21    ,X,X,OBS   ,2002-06-07,00:00,0,00:00,0,2009-01-04,21639:01,12129,21639:01,12129,,21639:01,"    FROM 10259574 B航后依据AMM25-00,更换驾驶舱压域温度配平活门，并测试正常。拆下件办观察 　观察件挂签NO.G2000043 挂签号2008413AF per AMM25-00,replace the cockpit control trim valve and check ok王伟",12129,398908-3                ,3362            ,,34856,61722.13,, ,(AOG)VALVE(重点监控件号)                                    ,640967,10259576
73N,73N00607,2651    ,DE    ,CC    ,398908-3                ,080415          ,21    ,X,X,FAIL  ,2008-09-16,28787:22,14732,32873:17,18617,2009-08-06,31610:16,16197,35696:11,20082,驾驶舱经常关不紧.在爬升过程中右PACK灯亮.机组按检查单处置灯仍亮,2822:54,    过站检查发现右冲压作动器失效.按MEL21-05-00放行TR CHECK FIND R ACT IS FAIL REF MEL21-05-00 DISPATCH 朱海波FL10280149B航后更换TCV和ACT测试正常.回涛AF REPLACE TCV ACT TEST OK 挂签号2021103 9509403,1465,398908-3                ,3072            ,武汉航达,36656,62650.16,3333:53,1733,(AOG)VALVE(重点监控件号)                                    ,754024,10280148
73N,73N00607,2651    ,DE    ,CC    ,398908-3                ,2374            ,21    ,X, ,WOR   ,2008-09-16,28787:22,14732,37097:22,29465,2015-03-10,49449:35,25881,57759:35,40614,9号左组件PACK灯亮，自检ZTC有TCV信息(机务),20662:13,"航后依据AMM21-51更换左组件,TCV,测试正常(常乐)",11149,398908-3                ,12526           ,武汉航达,14922,29005.03,21952:36,11834,(AOG)VALVE(重点监控件号)                                    ,3120180,10894276
73C,73C02793,2967    ,DE    ,CC    ,398908-3                ,2390            ,21    ,X,X,FAIL  ,2008-09-21,38228:56,23998,28276:23,14464,2011-06-25,45680:56,28485,35728:23,18951,,7452:00,"    航后为排除客舱间歇性制冷差故障，依据AMM21-61-95更换前后客舱配平调节活门，测试无渗漏，测试客舱空调性能符合手册要求。张礁AF for troubleshooting cabin TEMP warm refer to AMM21-61-95replace the FWD and AFT trim air modulating valves,test accordingwith demand AMM",4487,398908-3                ,9878            ,武汉航达,7140,13738.14,7452:00,4487,(AOG)VALVE(重点监控件号)                                    ,1271539,10336363
73N,73N01800,5141    ,DE    ,CC    ,398908-3                ,4351            ,21    ,X,X,FAIL  ,2008-10-21,10750:16,5290,19234:47,15238,2011-02-17,18616:34,9231,27101:05,19179,,7866:18,"   航后依据AMM21-32-00更换右侧TCV,测试正常,撤除DD0001266.李俊杰AF accomplish AMM21-32-00 replace the new TCV,and check it is normalremove DD0001266挂签号0020520",3941,398908-3                ,5059            ,海口维修室,33891,53741.46,7866:18,3941,(AOG)VALVE(重点监控件号)                                    ,1164331,10463327
73N,73N00551,5089    ,DE    ,CC    ,398908-3                ,8108            ,21    , , ,SWAP  ,2008-11-02,22668:42,16901,9249:38,5173,2014-05-25,39902:55,24694,26483:51,12966,,17234:13,"    航后依据AMM21-61-21完成MCO-2014-05-19-48完成驾驶舱配平活门与后舱配平活门对串,测试空调制冷效果良好,无渗漏accomplish MCO  interchange the cockpit TAV with the AFT passengercompartment TAV test ok刘坤",7793,398908-3                ,5880            ,HONEYWELL,26214,52854.26,17234:13,7793,(AOG)VALVE(重点监控件号)                                    ,2609085,10516858
73N,73N00548,5083    ,DE    ,CC    ,398908-3                ,4340            ,21    ,X,X,FAIL  ,2008-11-06,23377:24,17615,22511:29,16036,2009-11-16,26764:35,19395,25898:40,17816,FROM 10313920A,3387:11,    为进一步排除右空调组件TCV信息灯亮故障，更换右空调TCV检查无渗漏，自检无故障信息，灯亮。江南挂签号：9016050TO contiu trouble shooting replaced RH A/C TCV check noAIR leakage blte test ok.,1780,398908-3                ,9813            ,海口维修室,16512,33191.48,3387:11,1780,(AOG)VALVE(重点监控件号)                                    ,818982,10313930
73N,73N01796,5136    ,DE    ,CC    ,398908-3                ,8099            ,21    , , ,SWAP  ,2005-10-25,00:00,0,00:00,0,2009-04-14,9633:32,4841,9633:32,4841,,9633:32,    根据技术组建议，自检区域温度控制器无故障代码，根据AMM21-61-21将驾驶舱区域温度控制活门与前客舱区域温度控制活门对串，且自检工作测试无渗漏鲁承聪Ref to AMM21-61-21 to interchange the zone trim air modulating valvewith FWD cabin zone trim air modulating FLT DECK.,4841,398908-3                ,8100            ,,20592,40223.31,, ,(AOG)VALVE(重点监控件号)                                    ,691987,10266568
73N,73N00577,5090    ,DE    ,CC    ,398908-3                ,2372            ,21    ,X,X,FAIL  ,2008-11-19,22650:52,17491,24976:37,13147,2008-11-20,22661:04,17497,24986:49,13153,FL10252742A,10:12,"           航后自检1# ITC上有TCV信息，并且自检时左TCV不作动，为判断故障，对串左右组件TCV，故障转移至右组件，判断为左TCV故障，因航材无料，办DD6087212.丁湛Carried out 1# ITC BITE,TCV message was existing, and TCV didn't moveduring bite,for troubleshooting exchanged L pack TCV with  R pack,the fault transter to R pack ,so we judged TCV is failed ,FL10252744Due to LS raised DD6087212.TL10252746航后撤DD:6087212,更换新件，通电测试正常。挂签号：2021826AF rescind DD:6087212,replaced new part ,test ok.TAG NO:2021826高青松   CLAMP:BACC10DU200ABE",6,398908-3                ,2985            ,海口维修室,44685,67020.27,, ,(AOG)VALVE(重点监控件号)                                    ,619173,10252743
73N,73N00577,5090    ,DE    ,CC    ,398908-3                ,4509            ,21    ,X,X,FAIL  ,2008-11-19,22650:52,17491,28640:00,14762,2009-01-03,23107:55,17749,29097:03,15020,再现时 CONT CAB和FWD CAB 的ZONE TEMP 灯亮。机组,457:03,"    航后测试左组件区域温度控制器有配平活门信息，更换左组件配平活门，开空调测试正常，测试控制器无故障信息。韦雄飞AF test left pack zone temperature controller had trim valve messagereplace left pack trim valve,test the pack is ok,test controller nofault light on.Tag:2004280",258,398908-3                ,4108            ,武汉航达,29717,59529.13,4772:16,2555,(AOG)VALVE(重点监控件号)                                    ,640449,10258586
73N,73N00577,5090    ,DE    ,CC    ,398908-3                ,2985            ,21    ,X,X,FAIL  ,2008-11-20,22661:04,17497,39855:08,30772,2012-11-18,36174:37,24471,53368:41,37746,"系统再现时MASTER cantion AIR cond 亮, 右PACK 亮, 复位时熄灭,机组",13513:33,"     重庆过站复位正常,空调可用. CKGTR reset ok  FLB10428677A 航后自检ZTC2 this pack TCV 故障信息,依据AMM21-51-10更换右组件TCV,恢复测试组件工作正常,活门见漏气,自检ZTC1和ZTC1 无故障信息. 再现系统故障PACK 灯不亮. 田少希AF referred to AMM25-51-10 replaced the TCV of light air conditionpack and test it locking normally",6974,398908-3                ,9082            ,武汉航达,17167,34998.23,13513:33,6974,(AOG)VALVE(重点监控件号)                                    ,1792499,10428677
73N,73N02691,5403    ,DE    ,CC    ,398908-3                ,11030           ,21    ,X,X,FAIL  ,2008-07-23,00:00,0,00:00,0,2009-03-09,1974:04,1068,1974:04,1068,过站机组反映后客舱区域温度灯亮 TR　crew report the AFT zone TEMPlight SHINE,1974:04,"     过站检查1号区域温度控制组件测试ZONE灯亮，过站时间短待航后处理AF　will repair it 周予立
FL10271065依据AMM21-61更换后舱区域温度配平活门后故障依旧更换1号ACAU测试正常。挂签号　2020874 2001334 Per AMM21-61,replace the valve and the NO.1ACAU and check ok 宋绍彬",1068,398908-3                ,6491            ,,27484,52657.55,, ,(AOG)VALVE(重点监控件号)                                    ,674281,10271062
73N,73N00103,2637    ,DE    ,CC    ,398908-3                ,8109            ,21    ,X,X,FAIL  ,2008-12-27,34582:19,17527,10750:16,5290,2008-12-29,34598:12,17538,10766:09,5301,航后再现时右PACK灯亮 EMERSION R PACK LIGHT ON,15:53, 更换右空调TCV测试正常　徐津生 REPLACE R A/C TCV TESTOK　挂签号2014529,11,398908-3                ,4104            ,HONEYWELL,23278,43599.39,15:53,11,(AOG)VALVE(重点监控件号)                                    ,638328,10279533
